seq_id,state,label,confidence,stress,slouch_score,spine_angle,arms_crossed_rate,face_touch_rate,niveau_alia,etape_vm,vm_description,coaching_hint
168,neutral,1,57.07,42.93,0.2446,1.35,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
169,neutral,1,56.04,43.96,0.3004,2.85,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
170,neutral,1,56.93,43.07,0.2276,1.39,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
171,neutral,1,56.58,43.42,0.2697,1.62,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
172,neutral,1,56.66,43.34,0.2493,1.77,1.0,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
173,neutral,1,57.45,42.55,0.2224,1.83,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
174,neutral,1,57.31,42.69,0.2196,1.43,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
175,neutral,1,56.65,43.35,0.3165,2.54,0.9667,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
176,neutral,1,56.33,43.67,0.3097,1.98,0.9667,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
177,neutral,1,55.61,44.39,0.3462,1.94,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
178,neutral,1,55.81,44.19,0.2837,3.03,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
179,neutral,1,56.06,43.94,0.2859,2.2,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
180,neutral,1,56.83,43.17,0.2703,1.53,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
181,neutral,1,56.62,43.38,0.2427,1.83,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
182,neutral,1,57.62,42.38,0.2034,1.1,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
183,neutral,1,56.69,43.31,0.2697,1.66,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
184,neutral,1,56.94,43.06,0.241,1.26,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
185,neutral,1,56.59,43.41,0.2537,1.42,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
186,neutral,1,55.62,44.38,0.3151,2.4,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
187,neutral,1,56.98,43.02,0.2467,1.51,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
188,neutral,1,55.69,44.31,0.2876,2.53,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
189,neutral,1,56.81,43.19,0.2638,1.89,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
190,neutral,1,57.02,42.98,0.2513,1.9,1.0,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
191,neutral,1,57.41,42.59,0.2281,1.18,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
192,neutral,1,56.22,43.78,0.2935,2.61,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
193,neutral,1,57.26,42.74,0.2185,1.46,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
194,neutral,1,57.23,42.77,0.2454,1.33,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
195,neutral,1,56.81,43.19,0.2518,1.43,1.0,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
196,neutral,1,56.86,43.14,0.2536,1.7,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
197,neutral,1,55.35,44.65,0.308,2.3,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
198,neutral,1,56.13,43.87,0.3037,1.78,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
199,neutral,1,56.85,43.15,0.286,2.69,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
200,neutral,1,56.3,43.7,0.2929,2.38,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
201,neutral,1,57.21,42.79,0.2378,1.15,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
202,neutral,1,57.12,42.88,0.259,1.48,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
203,neutral,1,58.16,41.84,0.2426,2.89,0.9667,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
204,neutral,1,56.85,43.15,0.2574,3.26,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
205,neutral,1,57.57,42.43,0.2168,1.3,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
206,neutral,1,55.92,44.08,0.2751,2.29,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
207,neutral,1,55.79,44.21,0.2941,3.11,1.0,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
208,neutral,1,56.17,43.83,0.3158,3.32,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
209,neutral,1,57.37,42.63,0.2309,1.68,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
210,neutral,1,57.03,42.97,0.2421,1.36,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
211,neutral,1,56.77,43.23,0.2663,2.4,1.0,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
212,neutral,1,56.33,43.67,0.2671,1.82,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
213,neutral,1,57.04,42.96,0.2509,1.3,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
214,neutral,1,56.87,43.13,0.2638,1.82,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
215,neutral,1,56.45,43.55,0.313,2.5,0.9667,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
216,neutral,1,57.04,42.96,0.3253,2.49,0.9667,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
217,neutral,1,56.76,43.24,0.2673,1.72,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
218,neutral,1,57.02,42.98,0.2387,1.35,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
219,neutral,1,57.14,42.86,0.2476,1.63,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
220,neutral,1,56.58,43.42,0.2843,3.43,0.9667,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
221,neutral,1,56.31,43.69,0.2664,2.07,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
222,neutral,1,57.02,42.98,0.2264,1.26,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
223,neutral,1,57.27,42.73,0.2471,2.64,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
224,neutral,1,56.93,43.07,0.2345,0.86,1.0,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
225,neutral,1,55.44,44.56,0.316,2.5,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
226,neutral,1,56.12,43.88,0.3333,2.95,0.9667,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
227,neutral,1,56.8,43.2,0.2875,2.27,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
228,neutral,1,56.98,43.02,0.2299,0.83,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
229,neutral,1,57.63,42.37,0.2754,2.31,0.9667,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
230,neutral,1,56.54,43.46,0.2554,2.33,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
231,neutral,1,57.45,42.55,0.2271,2.05,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
232,neutral,1,56.96,43.04,0.2368,1.43,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
233,neutral,1,56.93,43.07,0.2612,2.17,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
234,neutral,1,56.43,43.57,0.2669,2.04,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
235,neutral,1,57.01,42.99,0.2381,1.2,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
236,neutral,1,56.66,43.34,0.2705,1.73,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
237,neutral,1,56.88,43.12,0.2405,1.17,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
238,neutral,1,56.78,43.22,0.2568,1.88,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
239,neutral,1,55.84,44.16,0.3277,2.38,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
240,neutral,1,57.02,42.98,0.2476,0.89,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
241,neutral,1,56.62,43.38,0.29,2.92,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
242,neutral,1,56.75,43.25,0.2667,1.25,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
243,neutral,1,57.77,42.23,0.2305,2.13,1.0,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
244,neutral,1,57.31,42.69,0.2739,2.36,0.9667,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
245,neutral,1,56.29,43.71,0.2881,1.57,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
246,neutral,1,56.76,43.24,0.2547,1.42,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
247,neutral,1,57.44,42.56,0.2513,2.39,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
248,neutral,1,56.89,43.11,0.2379,1.16,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
249,neutral,1,56.75,43.25,0.2959,2.48,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
250,neutral,1,57.28,42.72,0.2255,1.54,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
251,neutral,1,56.35,43.65,0.2892,2.14,1.0,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
252,neutral,1,57.0,43.0,0.2396,2.02,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
253,neutral,1,57.67,42.33,0.2603,3.17,0.9667,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
254,neutral,1,57.41,42.59,0.2334,1.59,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
255,neutral,1,57.42,42.58,0.2304,1.37,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
256,neutral,1,56.42,43.58,0.2586,1.27,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
257,neutral,1,56.66,43.34,0.2643,2.49,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
258,neutral,1,56.66,43.34,0.2533,1.37,1.0,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
259,neutral,1,57.09,42.91,0.2304,1.36,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
260,neutral,1,55.64,44.36,0.3112,2.57,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
261,neutral,1,56.19,43.81,0.2992,2.52,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
262,neutral,1,56.34,43.66,0.2714,3.2,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
263,neutral,1,56.53,43.47,0.2744,1.8,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
264,neutral,1,56.44,43.56,0.2745,2.5,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
265,neutral,1,57.12,42.88,0.2346,1.37,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
266,neutral,1,56.07,43.93,0.3117,2.43,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
267,neutral,1,56.06,43.94,0.2997,2.52,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
268,neutral,1,55.86,44.14,0.2935,2.36,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
269,neutral,1,57.04,42.96,0.2653,2.22,1.0,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
270,neutral,1,56.54,43.46,0.2879,2.39,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
271,neutral,1,55.56,44.44,0.3041,1.97,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
272,neutral,1,57.05,42.95,0.243,2.35,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
273,neutral,1,57.1,42.9,0.2374,1.17,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
274,neutral,1,56.97,43.03,0.2435,1.42,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
275,neutral,1,57.34,42.66,0.2237,1.18,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
276,neutral,1,55.46,44.54,0.3329,2.77,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
277,neutral,1,56.56,43.44,0.2982,2.16,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
278,neutral,1,56.03,43.97,0.3002,2.37,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
279,neutral,1,56.58,43.42,0.2576,1.47,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
280,neutral,1,56.78,43.22,0.2606,1.05,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
281,neutral,1,57.25,42.75,0.2313,1.06,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
282,neutral,1,56.42,43.58,0.2821,2.27,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
283,neutral,1,56.38,43.62,0.2815,2.66,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
284,neutral,1,56.56,43.44,0.283,1.97,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
285,neutral,1,56.31,43.69,0.2715,1.97,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
286,neutral,1,56.41,43.59,0.2827,2.5,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
287,neutral,1,55.64,44.36,0.3056,2.54,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
288,neutral,1,55.94,44.06,0.2986,2.07,0.9667,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
289,neutral,1,56.95,43.05,0.2466,2.4,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
290,neutral,1,57.31,42.69,0.2594,2.66,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
291,neutral,1,56.85,43.15,0.2498,1.18,1.0,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
292,neutral,1,57.12,42.88,0.2493,1.61,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
293,neutral,1,56.74,43.26,0.2571,2.85,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
294,neutral,1,55.99,44.01,0.3039,2.97,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
295,neutral,1,55.98,44.02,0.3108,2.12,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
296,neutral,1,56.37,43.63,0.2755,1.98,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
297,neutral,1,57.04,42.96,0.2391,1.6,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
298,neutral,1,57.23,42.77,0.2251,1.04,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
299,neutral,1,56.38,43.62,0.2721,2.21,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
300,neutral,1,57.2,42.8,0.2534,2.0,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
301,neutral,1,56.36,43.64,0.2922,2.02,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
302,neutral,1,56.16,43.84,0.2726,1.64,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
303,neutral,1,57.07,42.93,0.243,1.11,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
304,neutral,1,57.07,42.93,0.255,1.9,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
305,neutral,1,56.91,43.09,0.2439,1.21,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
306,neutral,1,57.13,42.87,0.2271,1.29,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
307,neutral,1,56.02,43.98,0.2855,1.94,1.0,0.0,Confirmé,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
308,neutral,1,57.03,42.97,0.3201,2.18,0.9333,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
309,neutral,1,58.45,41.55,0.2528,2.96,0.9667,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
310,neutral,1,57.41,42.59,0.2086,1.33,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
311,neutral,1,56.75,43.25,0.2368,1.19,1.0,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
312,neutral,1,56.59,43.41,0.3033,2.52,0.9667,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
313,neutral,1,57.24,42.76,0.227,0.91,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
314,neutral,1,56.68,43.32,0.2644,2.44,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
315,neutral,1,56.62,43.38,0.2823,2.25,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
316,neutral,1,55.79,44.21,0.3071,2.57,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
317,neutral,1,56.88,43.12,0.2427,1.69,1.0,0.0,Confirmé,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
318,neutral,1,56.91,43.09,0.2601,2.02,1.0,0.0,Junior,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
319,neutral,1,56.22,43.78,0.2798,1.49,1.0,0.0,Junior,3,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
320,neutral,1,55.68,44.32,0.295,2.54,1.0,0.0,Junior,2,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
321,neutral,1,56.87,43.13,0.2428,1.3,1.0,0.0,Confirmé,4,Posture correcte — sondage et synthèse,Posture acceptable — ouvrez légèrement les épaules pour projeter plus de confiance.
