conversation_id,rep_id,client_id,date,product,objection_type,objection_text,rep_response,response_quality,scientific_accuracy_score,communication_clarity_score,objection_handling_score,overall_score,client_sentiment,conversation_duration_sec,outcome,conversation_transcript,skill_tags,year,month,month_name,week,day_of_week,duration_minutes,duration_category,objection_difficulty,objection_text_len,response_len_chars,response_len_words,transcript_len_chars,has_empathy,has_data_args,has_followup_q,has_solution,is_vague,argumentation_richness,response_to_objection_ratio,info_density,nb_skill_tags,tag_argumentation_solide,tag_argumentation_correcte,tag_reponse_scientifique,tag_empathie_client,tag_informations_basiques,tag_reponse_vague,tag_manque_preparation,skill_level,quality_label,is_success,is_success_broad,sentiment_label,context_weighted_score,above_success_threshold
CONV00177,REP024,CLI0014,2025-09-18,PHYTOFANE Lotion anti chute,Demande Faible,"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.","Je comprends. C'est justement une opportunité ! La demande est faible car les clients ne connaissent pas encore le produit. Nous proposons un kit de 5 affiches et des échantillons gratuits pour créer la demande. Dans les pharmacies qui ont utilisé ce kit, les ventes ont augmenté de 60% en 2 mois. Puis-je vous montrer notre plan d'animation ?",Excellent,9.3,9.2,9.7,9.4,Neutre,365,Commande,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: Je comprends. C'est justement une opportunité ! La demande est faible car les clients ne connaissent pas encore le produit. Nous proposons un kit de 5 affiches et des échantillons gratuits pour créer la demande. Dans les pharmacies qui ont utilisé ce kit, les ventes ont augmenté de 60% en 2 mois. Puis-je vous montrer notre plan d'animation ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,9,September,38,Thursday,6.08,Standard (6-10 min),Standard,83,343,59,607,1,1,1,0,0,3,4.08,9.55,3,1,0,1,1,0,0,0,Expert,2,1,1,0,9.45,1
CONV00254,REP016,CLI0084,2025-09-19,LV CYSPROTECT,Effets Secondaires,J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"Non, c'est sans danger.",Faible,5.5,3.3,4.9,4.6,Positif,121,Refus,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: Non, c'est sans danger.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,9,September,38,Friday,2.02,Très courte (<3 min),Standard,78,23,4,268,0,0,0,0,0,0,0.29,1.89,2,0,0,0,0,0,1,1,À améliorer,0,0,0,1,4.57,0
CONV00211,REP018,CLI0150,2025-09-19,Omevie Omega 3 – 1000,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.",Bon,6.3,6.7,5.8,6.3,Positif,488,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,38,Friday,8.13,Standard (6-10 min),Standard,84,133,22,392,0,0,0,0,0,0,1.56,2.67,2,0,1,0,0,1,0,0,Confirmé,1,0,1,1,6.2,0
CONV00094,REP015,CLI0009,2025-09-19,Omevie Omega 3 – 1000,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.",Bon,6.2,6.6,6.5,6.4,Neutre,306,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,38,Friday,5.1,Courte (3-6 min),Standard,84,133,22,392,0,0,0,0,0,0,1.56,4.23,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,6.46,0
CONV00036,REP009,CLI0046,2025-09-19,LV Fersang junior,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"Je comprends votre préoccupation. Cependant, LV Fersang junior contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.",Excellent,9.2,8.7,9.6,9.2,Neutre,255,Intérêt Fort,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: Je comprends votre préoccupation. Cependant, LV Fersang junior contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,9,September,38,Friday,4.25,Courte (3-6 min),Standard,84,302,41,557,1,1,0,0,0,2,3.55,9.43,3,1,0,1,1,0,0,0,Expert,2,1,1,0,9.23,1
CONV00066,REP016,CLI0019,2025-09-20,"Echinacée, Zinc, Vit.C",Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,"Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.",Bon,6.3,7.6,6.9,6.9,Neutre,442,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,38,Saturday,7.37,Standard (6-10 min),Standard,92,97,17,365,0,1,0,0,0,1,1.04,2.28,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,6.96,0
CONV00292,REP025,CLI0057,2025-09-20,LV Vitamine A,Demande Faible,"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.","C'est un bon produit, les clients vont l'acheter.",Faible,4.2,5.8,5.0,5.0,Neutre,553,Pas intéressé,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: C'est un bon produit, les clients vont l'acheter.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,9,September,38,Saturday,9.22,Standard (6-10 min),Standard,83,49,8,299,0,0,0,0,0,0,0.58,0.86,2,0,0,0,0,0,1,1,À améliorer,0,0,0,0,5.04,0
CONV00073,REP022,CLI0215,2025-09-20,PHYTOFANE Lotion anti chute,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,Beaucoup de clients sont satisfaits du produit.,Faible,6.0,5.0,2.8,4.6,Neutre,420,Pas intéressé,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Beaucoup de clients sont satisfaits du produit.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,9,September,38,Saturday,7.0,Standard (6-10 min),Standard,92,47,7,320,0,0,0,0,0,0,0.51,0.99,2,0,0,0,0,0,1,1,À améliorer,0,0,0,0,4.26,0
CONV00091,REP008,CLI0098,2025-09-21,LV Fersang junior,Marque inconnue,Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.,Bon,8.0,6.6,7.0,7.2,Négatif,303,Demande info,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,38,Sunday,5.05,Courte (3-6 min),Difficile,85,72,11,328,0,0,0,0,0,0,0.84,2.14,2,0,1,0,0,1,0,0,Confirmé,1,0,1,-1,7.13,0
CONV00155,REP025,CLI0020,2025-09-21,LV CYSPROTECT,Effets Secondaires,J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.",Bon,6.8,7.3,5.5,6.5,Neutre,190,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,38,Sunday,3.17,Courte (3-6 min),Standard,78,76,13,321,0,0,0,0,0,0,0.96,3.98,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,6.36,0
CONV00018,REP018,CLI0034,2025-09-21,PHYTOFANE Lotion anti chute,Marque inconnue,Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.,Bon,7.6,7.6,5.4,6.9,Négatif,415,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,38,Sunday,6.92,Standard (6-10 min),Difficile,85,72,11,338,0,0,0,0,0,0,0.84,1.57,2,0,1,0,0,1,0,0,Confirmé,1,0,1,-1,6.61,0
CONV00305,REP002,CLI0101,2025-09-21,LV Fersang junior,Stock suffisant,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Pas de problème, je repasserai.",Faible,3.5,4.1,3.3,3.6,Positif,401,Objections non résolues,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Pas de problème, je repasserai.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,9,September,38,Sunday,6.68,Standard (6-10 min),Difficile,74,31,5,276,0,0,0,0,0,0,0.41,0.74,2,0,0,0,0,0,1,1,À améliorer,0,0,0,1,3.59,0
CONV00368,REP016,CLI0203,2025-09-21,Omevie Omega 3 – 1000,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.",Bon,7.6,6.6,5.4,6.5,Neutre,401,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,38,Sunday,6.68,Standard (6-10 min),Standard,84,133,22,392,0,0,0,0,0,0,1.56,3.24,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,6.31,0
CONV00103,REP008,CLI0033,2025-09-23,OLIGOVIT Trio,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"Je comprends votre préoccupation. Cependant, OLIGOVIT Trio contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.",Excellent,9.5,8.4,8.4,8.8,Positif,225,Commande,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: Je comprends votre préoccupation. Cependant, OLIGOVIT Trio contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,9,September,39,Tuesday,3.75,Courte (3-6 min),Standard,84,298,40,549,1,1,0,0,0,2,3.51,10.39,3,1,0,1,1,0,0,0,Expert,2,1,1,1,8.68,1
CONV00025,REP022,CLI0150,2025-09-23,"Echinacée, Zinc, Vit.C",Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,"Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.",Bon,6.5,7.3,5.6,6.5,Positif,387,À rappeler,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,39,Tuesday,6.45,Standard (6-10 min),Standard,92,97,17,365,0,1,0,0,0,1,1.04,2.6,2,0,1,0,0,1,0,0,Confirmé,1,0,0,1,6.34,0
CONV00126,REP022,CLI0226,2025-09-23,LV CYSPROTECT,Marque inconnue,Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.,Bon,7.2,7.7,6.3,7.1,Négatif,449,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes un laboratoire sérieux avec de nombreux produits de qualité.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,39,Tuesday,7.48,Standard (6-10 min),Difficile,85,72,11,324,0,0,0,0,0,0,0.84,1.45,2,0,1,0,0,1,0,0,Confirmé,1,0,1,-1,6.94,0
CONV00261,REP003,CLI0136,2025-09-23,Vitonic Tonus,Concurrence,Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.,Bon,6.3,6.7,5.4,6.1,Neutre,124,Demande info,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,39,Tuesday,2.07,Très courte (<3 min),Standard,88,95,14,350,0,0,0,0,0,0,1.07,6.45,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,6.02,0
CONV00361,REP025,CLI0091,2025-09-24,LV Fersang junior,Effets Secondaires,J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.",Bon,7.9,7.4,6.3,7.2,Positif,365,Demande info,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,39,Wednesday,6.08,Standard (6-10 min),Standard,78,76,13,325,0,0,0,0,0,0,0.96,2.1,2,0,1,0,0,1,0,0,Confirmé,1,0,1,1,7.03,0
CONV00179,REP017,CLI0054,2025-09-24,Vitonic Tonus,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"Oui, c'est un peu cher, mais c'est un bon produit.",Faible,4.4,4.1,4.9,4.5,Positif,286,Objections non résolues,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: Oui, c'est un peu cher, mais c'est un bon produit.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,9,September,39,Wednesday,4.77,Courte (3-6 min),Standard,84,50,10,301,0,0,0,0,0,0,0.59,2.05,2,0,0,0,0,0,1,1,À améliorer,0,0,0,1,4.54,0
CONV00181,REP016,CLI0090,2025-09-24,OLIGOVIT Trio,Marque inconnue,Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes connus en Tunisie.,Faible,5.2,3.9,3.7,4.3,Négatif,598,Refus,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes connus en Tunisie.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,9,September,39,Wednesday,9.97,Standard (6-10 min),Difficile,85,30,5,282,0,0,0,0,0,0,0.35,0.5,2,0,0,0,0,0,1,1,À améliorer,0,0,0,-1,4.14,0
CONV00156,REP017,CLI0100,2025-09-24,LV CYSPROTECT,Concurrence,Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Je connais bien ce produit concurrent. La différence principale est dans la formulation : LV CYSPROTECT utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.,Excellent,8.5,8.9,10.0,9.1,Négatif,180,Intérêt Fort,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Je connais bien ce produit concurrent. La différence principale est dans la formulation : LV CYSPROTECT utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,9,September,39,Wednesday,3.0,Courte (3-6 min),Standard,88,357,51,612,0,1,0,0,0,1,4.01,16.45,3,1,0,1,1,0,0,0,Expert,2,1,1,-1,9.3,1
CONV00297,REP006,CLI0182,2025-09-24,OLIGOVIT Trio,Marque inconnue,Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes connus en Tunisie.,Faible,4.8,4.1,4.0,4.3,Négatif,475,Pas intéressé,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes connus en Tunisie.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,9,September,39,Wednesday,7.92,Standard (6-10 min),Difficile,85,30,5,282,0,0,0,0,0,0,0.35,0.62,2,0,0,0,0,0,1,1,À améliorer,0,0,0,-1,4.23,0
CONV00378,REP001,CLI0142,2025-09-25,OLIGOVIT Trio,Demande Faible,"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.","Je comprends. C'est justement une opportunité ! La demande est faible car les clients ne connaissent pas encore le produit. Nous proposons un kit de 5 affiches et des échantillons gratuits pour créer la demande. Dans les pharmacies qui ont utilisé ce kit, les ventes ont augmenté de 60% en 2 mois. Puis-je vous montrer notre plan d'animation ?",Excellent,8.0,9.2,9.1,8.8,Négatif,192,Commande,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: Je comprends. C'est justement une opportunité ! La demande est faible car les clients ne connaissent pas encore le produit. Nous proposons un kit de 5 affiches et des échantillons gratuits pour créer la demande. Dans les pharmacies qui ont utilisé ce kit, les ventes ont augmenté de 60% en 2 mois. Puis-je vous montrer notre plan d'animation ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,9,September,39,Thursday,3.2,Courte (3-6 min),Standard,83,343,59,593,1,1,1,0,0,3,4.08,17.88,3,1,0,1,1,0,0,0,Expert,2,1,1,-1,8.86,1
CONV00218,REP013,CLI0097,2025-09-26,"Echinacée, Zinc, Vit.C",Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,"Excellente question ! Echinacée, Zinc, Vit.C a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?",Excellent,8.0,8.3,9.0,8.4,Négatif,363,Intérêt Fort,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Excellente question ! Echinacée, Zinc, Vit.C a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,9,September,39,Friday,6.05,Standard (6-10 min),Standard,92,324,46,592,0,1,1,0,0,2,3.48,7.48,3,1,0,1,1,0,0,0,Expert,2,1,1,-1,8.54,0
CONV00215,REP001,CLI0137,2025-09-26,LV Vitamine A,Marque inconnue,Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?,Excellent,9.1,8.5,10.0,9.2,Négatif,330,Commande,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,9,September,39,Friday,5.5,Courte (3-6 min),Difficile,85,391,59,643,1,0,1,0,1,2,4.55,10.54,3,1,0,1,1,0,0,0,Expert,2,1,1,-1,9.32,1
CONV00039,REP023,CLI0076,2025-09-26,"Echinacée, Zinc, Vit.C",Effets Secondaires,J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"Echinacée, Zinc, Vit.C est un complément alimentaire avec un excellent profil de sécurité. Les études cliniques n'ont montré aucun effet indésirable significatif. Les seules précautions sont les contre-indications classiques pour les femmes enceintes et les allergies aux composants, clairement indiquées sur la notice. Plus de 50 000 patients ont utilisé ce produit sans incident.",Excellent,9.3,8.8,9.5,9.2,Positif,185,Commande,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: Echinacée, Zinc, Vit.C est un complément alimentaire avec un excellent profil de sécurité. Les études cliniques n'ont montré aucun effet indésirable significatif. Les seules précautions sont les contre-indications classiques pour les femmes enceintes et les allergies aux composants, clairement indiquées sur la notice. Plus de 50 000 patients ont utilisé ce produit sans incident.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,9,September,39,Friday,3.08,Courte (3-6 min),Standard,78,381,54,635,0,1,0,0,0,1,4.82,16.98,3,1,0,1,1,0,0,0,Expert,2,1,1,1,9.24,1
CONV00163,REP007,CLI0163,2025-09-26,Omevie Omega 3 – 1000,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,Excellente question ! Omevie Omega 3 – 1000 a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?,Excellent,8.6,9.1,9.0,8.9,Négatif,260,Commande,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Excellente question ! Omevie Omega 3 – 1000 a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,9,September,39,Friday,4.33,Courte (3-6 min),Standard,92,323,48,590,0,1,1,0,0,2,3.47,10.84,3,1,0,1,1,0,0,0,Expert,2,1,1,-1,8.93,1
CONV00284,REP015,CLI0143,2025-09-27,"Echinacée, Zinc, Vit.C",Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"Je comprends votre préoccupation. Cependant, Echinacée, Zinc, Vit.C contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.",Excellent,8.2,9.6,8.2,8.7,Neutre,247,Commande,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: Je comprends votre préoccupation. Cependant, Echinacée, Zinc, Vit.C contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,9,September,39,Saturday,4.12,Courte (3-6 min),Standard,84,307,41,567,1,1,0,0,0,2,3.61,9.72,3,1,0,1,1,0,0,0,Expert,2,1,1,0,8.62,0
