conversation_id,rep_id,client_id,date,month,month_name,product,objection_type,objection_difficulty,scientific_accuracy_score,communication_clarity_score,objection_handling_score,overall_score,context_weighted_score,response_quality,quality_label,client_sentiment,sentiment_label,outcome,is_success,is_success_broad,objection_text_len,response_len_chars,response_len_words,response_to_objection_ratio,info_density,has_empathy,has_data_args,has_followup_q,has_solution,is_vague,argumentation_richness,skill_level,nb_skill_tags,tag_argumentation_solide,tag_argumentation_correcte,tag_reponse_scientifique,tag_empathie_client,tag_informations_basiques,tag_reponse_vague,tag_manque_preparation,duration_minutes,duration_category,objection_text,rep_response,conversation_transcript
CONV00261,REP003,CLI0136,2025-09-23,9,September,Vitonic Tonus,Concurrence,Standard,6.3,6.7,5.4,6.1,6.02,Bon,1,Neutre,0,Demande info,0,1,88,95,14,1.07,6.45,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,2.07,Très courte (<3 min),Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.
Client: Je vois... [suite de la conversation]"
CONV00361,REP025,CLI0091,2025-09-24,9,September,LV Fersang junior,Effets Secondaires,Standard,7.9,7.4,6.3,7.2,7.03,Bon,1,Positif,1,Demande info,0,1,78,76,13,0.96,2.1,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,6.08,Standard (6-10 min),J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.","Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.
Client: Je vois... [suite de la conversation]"
CONV00179,REP017,CLI0054,2025-09-24,9,September,Vitonic Tonus,Prix élevé,Standard,4.4,4.1,4.9,4.5,4.54,Faible,0,Positif,1,Objections non résolues,0,0,84,50,10,0.59,2.05,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,4.77,Courte (3-6 min),Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"Oui, c'est un peu cher, mais c'est un bon produit.","Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: Oui, c'est un peu cher, mais c'est un bon produit.
Client: Je vois... [suite de la conversation]"
CONV00181,REP016,CLI0090,2025-09-24,9,September,OLIGOVIT Trio,Marque inconnue,Difficile,5.2,3.9,3.7,4.3,4.14,Faible,0,Négatif,-1,Refus,0,0,85,30,5,0.35,0.5,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,9.97,Standard (6-10 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes connus en Tunisie.,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes connus en Tunisie.
Client: Je vois... [suite de la conversation]"
CONV00156,REP017,CLI0100,2025-09-24,9,September,LV CYSPROTECT,Concurrence,Standard,8.5,8.9,10.0,9.1,9.3,Excellent,2,Négatif,-1,Intérêt Fort,1,1,88,357,51,4.01,16.45,0,1,0,0,0,1,Expert,3,1,0,1,1,0,0,0,3.0,Courte (3-6 min),Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Je connais bien ce produit concurrent. La différence principale est dans la formulation : LV CYSPROTECT utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Je connais bien ce produit concurrent. La différence principale est dans la formulation : LV CYSPROTECT utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.
Client: Je vois... [suite de la conversation]"
CONV00297,REP006,CLI0182,2025-09-24,9,September,OLIGOVIT Trio,Marque inconnue,Difficile,4.8,4.1,4.0,4.3,4.23,Faible,0,Négatif,-1,Pas intéressé,0,0,85,30,5,0.35,0.62,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,7.92,Standard (6-10 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes connus en Tunisie.,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes connus en Tunisie.
Client: Je vois... [suite de la conversation]"
CONV00378,REP001,CLI0142,2025-09-25,9,September,OLIGOVIT Trio,Demande Faible,Standard,8.0,9.2,9.1,8.8,8.86,Excellent,2,Négatif,-1,Commande,1,1,83,343,59,4.08,17.88,1,1,1,0,0,3,Expert,3,1,0,1,1,0,0,0,3.2,Courte (3-6 min),"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.","Je comprends. C'est justement une opportunité ! La demande est faible car les clients ne connaissent pas encore le produit. Nous proposons un kit de 5 affiches et des échantillons gratuits pour créer la demande. Dans les pharmacies qui ont utilisé ce kit, les ventes ont augmenté de 60% en 2 mois. Puis-je vous montrer notre plan d'animation ?","Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: Je comprends. C'est justement une opportunité ! La demande est faible car les clients ne connaissent pas encore le produit. Nous proposons un kit de 5 affiches et des échantillons gratuits pour créer la demande. Dans les pharmacies qui ont utilisé ce kit, les ventes ont augmenté de 60% en 2 mois. Puis-je vous montrer notre plan d'animation ?
Client: Je vois... [suite de la conversation]"
CONV00218,REP013,CLI0097,2025-09-26,9,September,"Echinacée, Zinc, Vit.C",Efficacité douteuse,Standard,8.0,8.3,9.0,8.4,8.54,Excellent,2,Négatif,-1,Intérêt Fort,1,1,92,324,46,3.48,7.48,0,1,1,0,0,2,Expert,3,1,0,1,1,0,0,0,6.05,Standard (6-10 min),J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,"Excellente question ! Echinacée, Zinc, Vit.C a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?","Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Excellente question ! Echinacée, Zinc, Vit.C a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?
Client: Je vois... [suite de la conversation]"
CONV00215,REP001,CLI0137,2025-09-26,9,September,LV Vitamine A,Marque inconnue,Difficile,9.1,8.5,10.0,9.2,9.32,Excellent,2,Négatif,-1,Commande,1,1,85,391,59,4.55,10.54,1,0,1,0,1,2,Expert,3,1,0,1,1,0,0,0,5.5,Courte (3-6 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?
Client: Je vois... [suite de la conversation]"
CONV00039,REP023,CLI0076,2025-09-26,9,September,"Echinacée, Zinc, Vit.C",Effets Secondaires,Standard,9.3,8.8,9.5,9.2,9.24,Excellent,2,Positif,1,Commande,1,1,78,381,54,4.82,16.98,0,1,0,0,0,1,Expert,3,1,0,1,1,0,0,0,3.08,Courte (3-6 min),J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"Echinacée, Zinc, Vit.C est un complément alimentaire avec un excellent profil de sécurité. Les études cliniques n'ont montré aucun effet indésirable significatif. Les seules précautions sont les contre-indications classiques pour les femmes enceintes et les allergies aux composants, clairement indiquées sur la notice. Plus de 50 000 patients ont utilisé ce produit sans incident.","Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: Echinacée, Zinc, Vit.C est un complément alimentaire avec un excellent profil de sécurité. Les études cliniques n'ont montré aucun effet indésirable significatif. Les seules précautions sont les contre-indications classiques pour les femmes enceintes et les allergies aux composants, clairement indiquées sur la notice. Plus de 50 000 patients ont utilisé ce produit sans incident.
Client: Je vois... [suite de la conversation]"
CONV00163,REP007,CLI0163,2025-09-26,9,September,Omevie Omega 3 – 1000,Efficacité douteuse,Standard,8.6,9.1,9.0,8.9,8.93,Excellent,2,Négatif,-1,Commande,1,1,92,323,48,3.47,10.84,0,1,1,0,0,2,Expert,3,1,0,1,1,0,0,0,4.33,Courte (3-6 min),J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,Excellente question ! Omevie Omega 3 – 1000 a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Excellente question ! Omevie Omega 3 – 1000 a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?
Client: Je vois... [suite de la conversation]"
CONV00284,REP015,CLI0143,2025-09-27,9,September,"Echinacée, Zinc, Vit.C",Prix élevé,Standard,8.2,9.6,8.2,8.7,8.62,Excellent,2,Neutre,0,Commande,1,1,84,307,41,3.61,9.72,1,1,0,0,0,2,Expert,3,1,0,1,1,0,0,0,4.12,Courte (3-6 min),Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"Je comprends votre préoccupation. Cependant, Echinacée, Zinc, Vit.C contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.","Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: Je comprends votre préoccupation. Cependant, Echinacée, Zinc, Vit.C contient des ingrédients de qualité pharmaceutique avec une concentration optimale. Le rapport qualité-prix est excellent car une boîte dure plus longtemps. De plus, nous proposons une marge attractive de 30% qui compense l'investissement.
Client: Je vois... [suite de la conversation]"
CONV00015,REP022,CLI0122,2025-09-27,9,September,Vitonic Tonus,Concurrence,Standard,9.7,8.8,8.4,9.0,8.84,Excellent,2,Neutre,0,Rendez-vous futur,1,1,88,357,51,4.01,14.57,0,1,0,0,0,1,Expert,3,1,0,1,1,0,0,0,3.4,Courte (3-6 min),Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Je connais bien ce produit concurrent. La différence principale est dans la formulation : Vitonic Tonus utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Je connais bien ce produit concurrent. La différence principale est dans la formulation : Vitonic Tonus utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.
Client: Je vois... [suite de la conversation]"
CONV00082,REP018,CLI0196,2025-09-28,9,September,OLIGOVIT Trio,Effets Secondaires,Standard,6.6,6.4,6.4,6.5,6.45,Bon,1,Positif,1,Demande info,0,1,78,76,13,0.96,2.44,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,5.22,Courte (3-6 min),J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.","Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.
Client: Je vois... [suite de la conversation]"
CONV00307,REP003,CLI0165,2025-09-28,9,September,Omevie Omega 3 – 1000,Marque inconnue,Difficile,9.8,8.7,8.9,9.1,9.07,Excellent,2,Négatif,-1,Intérêt Fort,1,1,85,391,59,4.55,10.93,1,0,1,0,1,2,Expert,3,1,0,1,1,0,0,0,5.3,Courte (3-6 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?
Client: Je vois... [suite de la conversation]"
CONV00135,REP004,CLI0130,2025-09-29,9,September,Omevie Omega 3 – 1000,Efficacité douteuse,Standard,7.1,7.3,6.8,7.1,7.02,Bon,1,Neutre,0,Demande info,0,1,92,97,17,1.04,1.84,0,1,0,0,0,1,Confirmé,2,0,1,0,0,1,0,0,9.12,Standard (6-10 min),J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,"Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.","Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.
Client: Je vois... [suite de la conversation]"
CONV00371,REP013,CLI0066,2025-09-29,9,September,LV Fersang junior,Posologie complexe,Difficile,9.8,9.6,8.7,9.4,9.24,Excellent,2,Positif,1,Rendez-vous futur,1,1,75,284,45,3.74,5.44,0,0,1,0,0,1,Expert,3,1,0,1,1,0,0,0,8.17,Standard (6-10 min),La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,"Au contraire, nous avons simplifié au maximum : 1 gélule matin et soir pendant les repas. C'est tout ! Nous fournissons un petit dépliant illustré très clair. De plus, chaque boîte contient un pilulier hebdomadaire gratuit pour faciliter l'observance. Voulez-vous que je vous montre ?","Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: Au contraire, nous avons simplifié au maximum : 1 gélule matin et soir pendant les repas. C'est tout ! Nous fournissons un petit dépliant illustré très clair. De plus, chaque boîte contient un pilulier hebdomadaire gratuit pour faciliter l'observance. Voulez-vous que je vous montre ?
Client: Je vois... [suite de la conversation]"
CONV00221,REP022,CLI0230,2025-09-29,9,September,"Echinacée, Zinc, Vit.C",Stock suffisant,Difficile,7.5,7.6,6.4,7.2,7.04,Bon,1,Positif,1,Intérêt Modéré,0,1,74,74,12,0.99,2.44,0,0,0,0,1,0,Confirmé,2,0,1,0,0,1,0,0,4.82,Courte (3-6 min),J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.","Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.
Client: Je vois... [suite de la conversation]"
CONV00244,REP016,CLI0163,2025-09-30,9,September,Vitonic Tonus,Posologie complexe,Difficile,5.8,3.5,2.5,3.9,3.62,Faible,0,Neutre,0,Objections non résolues,0,0,75,25,5,0.33,0.62,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,7.92,Standard (6-10 min),La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,C'est écrit sur la boîte.,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: C'est écrit sur la boîte.
Client: Je vois... [suite de la conversation]"
CONV00384,REP005,CLI0229,2025-09-30,9,September,Omevie Omega 3 – 1000,Efficacité douteuse,Standard,9.8,8.2,8.2,8.7,8.6,Excellent,2,Négatif,-1,Commande,1,1,92,323,48,3.47,12.73,0,1,1,0,0,2,Expert,3,1,0,1,1,0,0,0,3.67,Courte (3-6 min),J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,Excellente question ! Omevie Omega 3 – 1000 a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Excellente question ! Omevie Omega 3 – 1000 a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?
Client: Je vois... [suite de la conversation]"
CONV00097,REP001,CLI0068,2025-09-30,9,September,"Echinacée, Zinc, Vit.C",Efficacité douteuse,Standard,7.3,7.3,6.2,6.9,6.8,Bon,1,Positif,1,Demande info,0,1,92,97,17,1.04,5.4,0,1,0,0,0,1,Confirmé,2,0,1,0,0,1,0,0,3.05,Courte (3-6 min),J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,"Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.","Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.
Client: Je vois... [suite de la conversation]"
CONV00234,REP012,CLI0180,2025-09-30,9,September,LV Vitamine A,Posologie complexe,Difficile,6.2,7.5,6.3,6.7,6.64,Bon,1,Neutre,0,À rappeler,0,0,75,70,14,0.92,1.95,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,7.07,Standard (6-10 min),La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,C'est assez simple en fait : 2 fois par jour. La notice explique bien.,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: C'est assez simple en fait : 2 fois par jour. La notice explique bien.
Client: Je vois... [suite de la conversation]"
CONV00183,REP007,CLI0212,2025-09-30,9,September,PHYTOFANE Lotion anti chute,Marque inconnue,Difficile,5.1,3.4,3.8,4.1,4.0,Faible,0,Neutre,0,Refus,0,0,85,30,5,0.35,1.14,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,4.3,Courte (3-6 min),Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes connus en Tunisie.,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes connus en Tunisie.
Client: Je vois... [suite de la conversation]"
CONV00377,REP016,CLI0041,2025-10-01,10,October,LV Vitamine A,Posologie complexe,Difficile,8.8,9.6,9.1,9.2,9.18,Excellent,2,Neutre,0,Rendez-vous futur,1,1,75,284,45,3.74,11.34,0,0,1,0,0,1,Expert,3,1,0,1,1,0,0,0,3.87,Courte (3-6 min),La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,"Au contraire, nous avons simplifié au maximum : 1 gélule matin et soir pendant les repas. C'est tout ! Nous fournissons un petit dépliant illustré très clair. De plus, chaque boîte contient un pilulier hebdomadaire gratuit pour faciliter l'observance. Voulez-vous que je vous montre ?","Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: Au contraire, nous avons simplifié au maximum : 1 gélule matin et soir pendant les repas. C'est tout ! Nous fournissons un petit dépliant illustré très clair. De plus, chaque boîte contient un pilulier hebdomadaire gratuit pour faciliter l'observance. Voulez-vous que je vous montre ?
Client: Je vois... [suite de la conversation]"
CONV00011,REP020,CLI0120,2025-10-02,10,October,"Echinacée, Zinc, Vit.C",Posologie complexe,Difficile,5.6,3.0,4.2,4.3,4.19,Faible,0,Positif,1,Refus,0,0,75,25,5,0.33,1.18,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,4.13,Courte (3-6 min),La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,C'est écrit sur la boîte.,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: C'est écrit sur la boîte.
Client: Je vois... [suite de la conversation]"
CONV00116,REP003,CLI0192,2025-10-02,10,October,LV Vitamine A,Concurrence,Standard,6.9,6.3,5.6,6.3,6.14,Bon,1,Neutre,0,À rappeler,0,0,88,95,14,1.07,3.56,0,0,0,0,0,0,Confirmé,2,0,1,0,0,1,0,0,3.83,Courte (3-6 min),Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.
Client: Je vois... [suite de la conversation]"
CONV00309,REP013,CLI0210,2025-10-04,10,October,LV Vitamine A,Stock suffisant,Difficile,5.1,5.8,3.7,4.9,4.68,Faible,0,Positif,1,Pas intéressé,0,0,74,31,5,0.41,0.88,0,0,0,0,0,0,À améliorer,2,0,0,0,0,0,1,1,5.57,Courte (3-6 min),J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Pas de problème, je repasserai.","Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Pas de problème, je repasserai.
Client: Je vois... [suite de la conversation]"
CONV00057,REP006,CLI0188,2025-10-04,10,October,"Echinacée, Zinc, Vit.C",Concurrence,Standard,9.6,9.1,9.0,9.2,9.18,Excellent,2,Négatif,-1,Intérêt Fort,1,1,88,366,52,4.11,6.8,0,1,0,0,0,1,Expert,3,1,0,1,1,0,0,0,7.55,Standard (6-10 min),Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,"Je connais bien ce produit concurrent. La différence principale est dans la formulation : Echinacée, Zinc, Vit.C utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.","Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Je connais bien ce produit concurrent. La différence principale est dans la formulation : Echinacée, Zinc, Vit.C utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.
Client: Je vois... [suite de la conversation]"
CONV00161,REP015,CLI0175,2025-10-05,10,October,LV CYSPROTECT,Efficacité douteuse,Standard,9.7,9.1,9.2,9.3,9.29,Excellent,2,Positif,1,Commande,1,1,92,315,45,3.39,8.95,0,1,1,0,0,2,Expert,3,1,0,1,1,0,0,0,4.93,Courte (3-6 min),J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,Excellente question ! LV CYSPROTECT a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Excellente question ! LV CYSPROTECT a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?
Client: Je vois... [suite de la conversation]"
