client_id,client_type,client_name,owner_name,specialty_type,specialty_macro,crm_segment,governorate,delegation,languages_list,primary_language,nb_languages,speaks_french,speaks_arabic,speaks_english,preferred_products_list,nb_preferred_products,is_multi_product,engagement_level,engagement_score_num,patients_per_month,patient_volume_category,total_visits,days_since_last_visit,recency_category,is_pharmacy,is_doctor,is_specialist
CLI0185,Cabinet Médical,Dr. Ahmed Amari,Dr. Ahmed Amari,Pédiatrie,Pédiatrie,Médecin À Conquérir,Gabès,Mareth,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['PHYTOFANE Lotion anti chute', 'LV Fersang junior', 'OLIGOVIT Trio']",3,1,Faible,1,557,Cabinet actif,17,136,Urgence (>90j),0,1,1
CLI0187,Cabinet Médical,Dr. Youssef Jemni,Dr. Youssef Jemni,ORL,ORL,Médecin À Conquérir,Gabès,Ghannouch,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['TC 2000 Nutractiva', 'PédiaKids Gelée royale', 'LV Psolcalm']",3,1,Faible,1,230,Cabinet modéré,3,117,Urgence (>90j),0,1,1
CLI0192,Cabinet Médical,Dr. Amira Dhouib,Dr. Amira Dhouib,Pneumologie,Pneumologie,Médecin À Conquérir,Gabès,Gabès Ouest,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,['PHYTOFANE Lotion anti chute'],1,0,Faible,1,207,Cabinet modéré,7,147,Urgence (>90j),0,1,1
CLI0205,Cabinet Médical,Dr. Ahmed Farhat,Dr. Ahmed Farhat,Psychiatrie,Psychiatrie,Médecin À Conquérir,Gabès,Menzel El Habib,"['Français', 'Arabe']",Français,2,1,1,0,"['LV Vitamine A', 'OLIGOVIT Trio', 'LV Fersang junior']",3,1,Faible,1,697,Cabinet très actif,3,175,Urgence (>90j),0,1,1
CLI0225,Cabinet Médical,Pr. Ines Jemni,Pr. Ines Jemni,Ophtalmologie,Ophtalmologie,Médecin À Conquérir,Gabès,El Hamma,['Arabe'],Arabe,1,0,1,0,"['PédiaKids Gelée royale', 'LV CYSPROTECT']",2,1,Faible,1,219,Cabinet modéré,7,145,Urgence (>90j),0,1,1
CLI0153,Cabinet Médical,Pr. Leila Elloumi,Pr. Leila Elloumi,Ophtalmologie,Ophtalmologie,Médecin À Conquérir,Manouba,Tebourba,['Arabe'],Arabe,1,0,1,0,['LV Fersang junior'],1,0,Faible,1,501,Cabinet actif,3,190,Urgence (>90j),0,1,1
CLI0176,Cabinet Médical,Dr. Sonia Karoui,Dr. Sonia Karoui,Pneumologie,Pneumologie,Médecin À Conquérir,Manouba,Mornaguia,"['Français', 'Arabe']",Français,2,1,1,0,"['Echinacée', 'Zinc', 'Vit.C', 'Huile de Menthe', 'TC 2000 Nutractiva']",5,1,Faible,1,392,Cabinet actif,12,167,Urgence (>90j),0,1,1
CLI0196,Cabinet Médical,Pr. Karim Ghariani,Pr. Karim Ghariani,ORL,ORL,Médecin À Conquérir,Manouba,Mornaguia,['Français'],Français,1,1,0,0,"['LV Fersang junior', 'LV Vitamine A', 'PédiaKids Gelée royale']",3,1,Faible,1,683,Cabinet très actif,14,175,Urgence (>90j),0,1,1
CLI0217,Cabinet Médical,Dr. Youssef Dhouib,Dr. Youssef Dhouib,Gastro-entérologie,Gastro-entérologie,Médecin À Conquérir,Manouba,Oued Ellil,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['Omevie Omega 3 – 1000', 'OLIGOVIT Trio']",2,1,Faible,1,798,Cabinet très actif,5,188,Urgence (>90j),0,1,1
CLI0182,Cabinet Médical,Pr. Mehdi Ghariani,Pr. Mehdi Ghariani,Cardiologie,Cardiologie,Médecin À Conquérir,Monastir,Beni Hassen,['Français'],Français,1,1,0,0,"['LV Vitamine A', 'Huile de Menthe']",2,1,Faible,1,612,Cabinet très actif,3,34,Normal (31-60j),0,1,1
CLI0208,Cabinet Médical,Dr. Mohamed Amari,Dr. Mohamed Amari,Endocrinologie,Endocrinologie,Médecin À Conquérir,Monastir,Zéramdine,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['Echinacée', 'Zinc', 'Vit.C', 'LV Fersang junior', 'PHYTOFANE Lotion anti chute']",5,1,Faible,1,242,Cabinet modéré,4,146,Urgence (>90j),0,1,1
CLI0209,Cabinet Médical,Dr. Fatma Amari,Dr. Fatma Amari,Pneumologie,Pneumologie,Médecin À Conquérir,Monastir,Monastir,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,['LV Fersang Gélule'],1,0,Faible,1,268,Cabinet modéré,3,40,Normal (31-60j),0,1,1
CLI0210,Cabinet Médical,Pr. Ahmed Farhat,Pr. Ahmed Farhat,Pneumologie,Pneumologie,Médecin À Conquérir,Monastir,Ksibet El-Médiouni,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['OLIGOVIT Trio', 'LV Psolcalm']",2,1,Faible,1,428,Cabinet actif,17,114,Urgence (>90j),0,1,1
CLI0152,Cabinet Médical,Pr. Amira Hammami,Pr. Amira Hammami,Ophtalmologie,Ophtalmologie,Médecin À Conquérir,Nabeul,Takelsa,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,['LV Psolcalm'],1,0,Faible,1,619,Cabinet très actif,13,178,Urgence (>90j),0,1,1
CLI0155,Cabinet Médical,Dr. Youssef Belhadj,Dr. Youssef Belhadj,Psychiatrie,Psychiatrie,Médecin À Conquérir,Nabeul,Takelsa,['Français'],Français,1,1,0,0,['LV Vitamine A'],1,0,Faible,1,381,Cabinet actif,16,148,Urgence (>90j),0,1,1
CLI0163,Cabinet Médical,Dr. Amira Hammami,Dr. Amira Hammami,Neurologie,Neurologie,Médecin À Conquérir,Nabeul,Takelsa,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['OLIGOVIT Trio', 'Echinacée', 'Zinc', 'Vit.C', 'LV Fersang junior']",5,1,Faible,1,311,Cabinet modéré,5,81,À relancer (61-90j),0,1,1
CLI0202,Cabinet Médical,Dr. Ines Chouchane,Dr. Ines Chouchane,Gastro-entérologie,Gastro-entérologie,Médecin À Conquérir,Nabeul,El Haouaria,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,['LV Vitamine A'],1,0,Faible,1,589,Cabinet actif,14,138,Urgence (>90j),0,1,1
CLI0220,Cabinet Médical,Pr. Fatma Chouchane,Pr. Fatma Chouchane,Neurologie,Neurologie,Médecin À Conquérir,Nabeul,Soliman,['Français'],Français,1,1,0,0,"['Echinacée', 'Zinc', 'Vit.C', 'LV Fersang Gélule', 'PédiaKids Gelée royale']",5,1,Faible,1,641,Cabinet très actif,15,165,Urgence (>90j),0,1,1
CLI0160,Cabinet Médical,Pr. Mehdi Ghariani,Pr. Mehdi Ghariani,ORL,ORL,Médecin À Conquérir,Sfax,El Amra,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['LV Fersang junior', 'PédiaKids Gelée royale']",2,1,Faible,1,306,Cabinet modéré,4,87,À relancer (61-90j),0,1,1
CLI0161,Cabinet Médical,Dr. Karim Ghariani,Dr. Karim Ghariani,Psychiatrie,Psychiatrie,Médecin À Conquérir,Sfax,El Hencha,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['OLIGOVIT Trio', 'Echinacée', 'Zinc', 'Vit.C']",4,1,Faible,1,614,Cabinet très actif,3,172,Urgence (>90j),0,1,1
CLI0173,Cabinet Médical,Pr. Amira Amari,Pr. Amira Amari,ORL,ORL,Médecin À Conquérir,Sfax,Ghraiba,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,['LV Vitamine A'],1,0,Faible,1,431,Cabinet actif,16,87,À relancer (61-90j),0,1,1
CLI0186,Cabinet Médical,Dr. Amira Amari,Dr. Amira Amari,Gynécologie,Gynécologie,Médecin À Conquérir,Sfax,Thyna,['Français'],Français,1,1,0,0,['OLIGOVIT Trio'],1,0,Faible,1,213,Cabinet modéré,5,54,Normal (31-60j),0,1,1
CLI0189,Cabinet Médical,Pr. Karim Jemni,Pr. Karim Jemni,Gastro-entérologie,Gastro-entérologie,Médecin À Conquérir,Sfax,El Amra,"['Français', 'Arabe']",Français,2,1,1,0,['TC 2000 Nutractiva'],1,0,Faible,1,301,Cabinet modéré,5,161,Urgence (>90j),0,1,1
CLI0195,Cabinet Médical,Dr. Ines Dhouib,Dr. Ines Dhouib,Pneumologie,Pneumologie,Médecin À Conquérir,Sfax,Sfax Ville,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['LV CYSPROTECT', 'Hydra eau micellaire']",2,1,Faible,1,675,Cabinet très actif,2,21,Récent (≤30j),0,1,1
CLI0206,Cabinet Médical,Pr. Ahmed Jemni,Pr. Ahmed Jemni,Gynécologie,Gynécologie,Médecin À Conquérir,Sfax,Jebiniana,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['PédiaKids Gelée royale', 'PHYTOFANE Lotion anti chute', 'TC 2000 Nutractiva']",3,1,Faible,1,458,Cabinet actif,5,123,Urgence (>90j),0,1,1
CLI0214,Cabinet Médical,Dr. Amira Hammami,Dr. Amira Hammami,Urologie,Urologie,Médecin À Conquérir,Sfax,Sfax Ouest,['Arabe'],Arabe,1,0,1,0,"['LV Sélénium A', 'C', 'E Anti-âge']",3,1,Faible,1,271,Cabinet modéré,2,143,Urgence (>90j),0,1,1
CLI0219,Cabinet Médical,Dr. Karim Ghariani,Dr. Karim Ghariani,Ophtalmologie,Ophtalmologie,Médecin À Conquérir,Sfax,Agareb,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['Echinacée', 'Zinc', 'Vit.C', 'PédiaKids Gelée royale', 'OLIGOVIT Trio']",5,1,Faible,1,674,Cabinet très actif,12,92,Urgence (>90j),0,1,1
CLI0230,Cabinet Médical,Dr. Mehdi Amari,Dr. Mehdi Amari,Endocrinologie,Endocrinologie,Médecin À Conquérir,Sfax,Menzel Chaker,['Français'],Français,1,1,0,0,['PHYTOFANE Lotion anti chute'],1,0,Faible,1,224,Cabinet modéré,18,107,Urgence (>90j),0,1,1
CLI0167,Cabinet Médical,Pr. Mohamed Ghariani,Pr. Mohamed Ghariani,Pneumologie,Pneumologie,Médecin À Conquérir,Sousse,Sousse Ville,['Français'],Français,1,1,0,0,"['Echinacée', 'Zinc', 'Vit.C']",3,1,Faible,1,579,Cabinet actif,3,141,Urgence (>90j),0,1,1
CLI0169,Cabinet Médical,Pr. Leila Hammami,Pr. Leila Hammami,Gynécologie,Gynécologie,Médecin À Conquérir,Sousse,Messaadine,['Arabe'],Arabe,1,0,1,0,['Omevie Omega 3 – 1000'],1,0,Faible,1,261,Cabinet modéré,5,55,Normal (31-60j),0,1,1
CLI0190,Cabinet Médical,Pr. Youssef Hammami,Pr. Youssef Hammami,Rhumatologie,Rhumatologie / Orthopédie,Médecin À Conquérir,Sousse,Ksibet Thrayet,['Français'],Français,1,1,0,0,"['LV Sélénium A', 'C', 'E Anti-âge']",3,1,Faible,1,783,Cabinet très actif,14,171,Urgence (>90j),0,1,1
CLI0223,Cabinet Médical,Dr. Karim Dhouib,Dr. Karim Dhouib,Rhumatologie,Rhumatologie / Orthopédie,Médecin À Conquérir,Sousse,Hammam Sousse,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['Vitonic Tonus', 'PHYTOFANE Lotion anti chute', 'Omevie Omega 3 – 1000']",3,1,Faible,1,752,Cabinet très actif,8,155,Urgence (>90j),0,1,1
CLI0227,Cabinet Médical,Dr. Youssef Elloumi,Dr. Youssef Elloumi,Neurologie,Neurologie,Médecin À Conquérir,Sousse,Messaadine,['Français'],Français,1,1,0,0,"['Omevie Omega 3 – 1000', 'LV Vitamine A']",2,1,Faible,1,533,Cabinet actif,18,147,Urgence (>90j),0,1,1
CLI0159,Cabinet Médical,Pr. Fatma Ghariani,Pr. Fatma Ghariani,Pneumologie,Pneumologie,Médecin À Conquérir,Tunis,Ettahrir,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['LV Fersang junior', 'LV Vitamine A', 'PHYTOFANE Lotion anti chute']",3,1,Faible,1,632,Cabinet très actif,2,34,Normal (31-60j),0,1,1
CLI0215,Cabinet Médical,Pr. Mehdi Jemni,Pr. Mehdi Jemni,Pédiatrie,Pédiatrie,Médecin À Conquérir,Tunis,La Medina,['Arabe'],Arabe,1,0,1,0,"['LV Psolcalm', 'TC 2000 Nutractiva', 'LV Fersang Gélule']",3,1,Faible,1,378,Cabinet actif,12,132,Urgence (>90j),0,1,1
CLI0001,Pharmacie,Para-Pharmacie de la Santé,Sonia Gharbi,Parapharmacie,Pharmacie,Pharmacie À Développer,Ariana,Ariana Ville,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,['Vitonic Tonus'],1,0,Faible,1,930,Fréquentation moyenne,5,18,Récent (≤30j),1,0,0
CLI0010,Pharmacie,Pharmacie du Lac,Leila Ben Ali,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Ariana,Ettadhamen,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['LV Fersang junior', 'PédiaKids Gelée royale']",2,1,Faible,1,1737,Haute fréquentation,4,28,Récent (≤30j),1,0,0
CLI0012,Pharmacie,Pharmacie Carthage,Nadia Khelifi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Ariana,Ettadhamen,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,['OLIGOVIT Trio'],1,0,Faible,1,2615,Haute fréquentation,6,151,Urgence (>90j),1,0,0
CLI0026,Pharmacie,Para-Pharmacie du Progrès,Rami Mansouri,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Ariana,Raoued,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,['LV Psolcalm'],1,0,Faible,1,1236,Fréquentation moyenne,10,119,Urgence (>90j),1,0,0
CLI0029,Pharmacie,Para-Pharmacie Moderne,Nadia Khelifi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Ariana,Raoued,['Français'],Français,1,1,0,0,['Huile de Menthe'],1,0,Faible,1,3158,Très haute fréquentation,18,108,Urgence (>90j),1,0,0
CLI0031,Pharmacie,Para-Pharmacie El Menzah,Amira Gharbi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Ariana,Sidi Thabet,['Arabe'],Arabe,1,0,1,0,"['LV Fersang Gélule', 'LV Fersang junior']",2,1,Faible,1,2352,Haute fréquentation,16,82,À relancer (61-90j),1,0,0
CLI0042,Pharmacie,Pharmacie Manar,Nadia Trabelsi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Ariana,Ettadhamen,"['Français', 'Arabe']",Français,2,1,1,0,"['PHYTOFANE Lotion anti chute', 'Echinacée', 'Zinc', 'Vit.C', 'Omevie Omega 3 – 1000']",5,1,Faible,1,933,Fréquentation moyenne,12,70,À relancer (61-90j),1,0,0
CLI0079,Pharmacie,Para-Pharmacie du Progrès,Leila Gharbi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Ariana,Mnihla,['Arabe'],Arabe,1,0,1,0,['Huile de Menthe'],1,0,Faible,1,2285,Haute fréquentation,8,90,À relancer (61-90j),1,0,0
CLI0096,Pharmacie,Pharmacie de la Paix,Fatma Gharbi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Ariana,Kalâat El-Andalous,['Français'],Français,1,1,0,0,"['PédiaKids Gelée royale', 'PHYTOFANE Lotion anti chute', 'Hydra eau micellaire']",3,1,Faible,1,1123,Fréquentation moyenne,9,75,À relancer (61-90j),1,0,0
CLI0115,Pharmacie,Pharmacie de la Liberté,Nadia Sassi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Ariana,Kalâat El-Andalous,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,['LV CYSPROTECT'],1,0,Faible,1,1641,Haute fréquentation,18,160,Urgence (>90j),1,0,0
CLI0117,Pharmacie,Pharmacie de la Paix,Youssef Gharbi,Parapharmacie,Pharmacie,Pharmacie À Développer,Ariana,Raoued,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['LV Sélénium A', 'C', 'E Anti-âge', 'LV Fersang junior']",4,1,Faible,1,2333,Haute fréquentation,17,108,Urgence (>90j),1,0,0
CLI0125,Pharmacie,Para-Pharmacie Populaire,Leila Mansouri,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Ariana,La Soukra,['Français'],Français,1,1,0,0,"['TC 2000 Nutractiva', 'Echinacée', 'Zinc', 'Vit.C', 'LV Sélénium A', 'C', 'E Anti-âge']",7,1,Faible,1,866,Fréquentation moyenne,20,77,À relancer (61-90j),1,0,0
CLI0131,Pharmacie,Para-Pharmacie de la Victoire,Rami Ben Ali,Parapharmacie,Pharmacie,Pharmacie À Développer,Ariana,Sidi Thabet,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['Vitonic Tonus', 'TC 2000 Nutractiva', 'LV Sélénium A', 'C', 'E Anti-âge']",5,1,Faible,1,1115,Fréquentation moyenne,8,87,À relancer (61-90j),1,0,0
CLI0181,Cabinet Médical,Dr. Leila Hammami,Dr. Leila Hammami,Médecine Générale,Médecine Générale,Médecin À Conquérir,Ben Arous,Mornag,['Arabe'],Arabe,1,0,1,0,"['LV Sélénium A', 'C', 'E Anti-âge']",3,1,Faible,1,260,Cabinet modéré,2,200,Urgence (>90j),0,1,0
CLI0033,Pharmacie,Pharmacie Populaire,Fatma Bouaziz,Parapharmacie,Pharmacie,Pharmacie À Développer,Ben Arous,Fouchana,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['Echinacée', 'Zinc', 'Vit.C', 'LV Fersang Gélule', 'OLIGOVIT Trio']",5,1,Faible,1,2424,Haute fréquentation,5,61,À relancer (61-90j),1,0,0
CLI0063,Pharmacie,Pharmacie El Menzah,Youssef Sassi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Ben Arous,Bou Mhel El-Bassatine,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['LV Vitamine A', 'Echinacée', 'Zinc', 'Vit.C', 'LV Psolcalm']",5,1,Faible,1,2651,Haute fréquentation,10,139,Urgence (>90j),1,0,0
CLI0080,Pharmacie,Para-Pharmacie de Nuit,Ahmed Sassi,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Ben Arous,El Mourouj,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,['Hydra eau micellaire'],1,0,Faible,1,3246,Très haute fréquentation,7,107,Urgence (>90j),1,0,0
CLI0083,Pharmacie,Pharmacie de la Santé,Amira Cherif,Parapharmacie,Pharmacie,Pharmacie À Développer,Ben Arous,Radès,"['Français', 'Arabe']",Français,2,1,1,0,['Huile de Menthe'],1,0,Faible,1,1134,Fréquentation moyenne,10,106,Urgence (>90j),1,0,0
CLI0084,Pharmacie,Para-Pharmacie de Garde,Amira Gharbi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Ben Arous,Ben Arous,['Arabe'],Arabe,1,0,1,0,"['Echinacée', 'Zinc', 'Vit.C', 'TC 2000 Nutractiva', 'PédiaKids Gelée royale']",5,1,Faible,1,1848,Haute fréquentation,7,66,À relancer (61-90j),1,0,0
CLI0090,Pharmacie,Para-Pharmacie Moderne,Ahmed Trabelsi,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Ben Arous,Mohamedia,['Français'],Français,1,1,0,0,"['Echinacée', 'Zinc', 'Vit.C']",3,1,Faible,1,2618,Haute fréquentation,17,100,Urgence (>90j),1,0,0
CLI0100,Pharmacie,Para-Pharmacie Carthage,Fatma Khelifi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Ben Arous,Ezzahra,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,['Vitonic Tonus'],1,0,Faible,1,2410,Haute fréquentation,17,140,Urgence (>90j),1,0,0
CLI0119,Pharmacie,Pharmacie Familiale,Ahmed Ben Ali,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Ben Arous,Bou Mhel El-Bassatine,"['Français', 'Arabe']",Français,2,1,1,0,['TC 2000 Nutractiva'],1,0,Faible,1,1785,Haute fréquentation,5,63,À relancer (61-90j),1,0,0
CLI0121,Pharmacie,Pharmacie du Centre,Karim Bouaziz,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Ben Arous,Mornag,['Français'],Français,1,1,0,0,"['LV Psolcalm', 'PédiaKids Gelée royale']",2,1,Faible,1,2210,Haute fréquentation,24,175,Urgence (>90j),1,0,0
CLI0139,Pharmacie,Para-Pharmacie de la Santé,Karim Gharbi,Parapharmacie,Pharmacie,Pharmacie À Développer,Ben Arous,Mornag,['Arabe'],Arabe,1,0,1,0,"['LV CYSPROTECT', 'LV Fersang Gélule', 'Echinacée', 'Zinc', 'Vit.C']",5,1,Faible,1,3184,Très haute fréquentation,20,113,Urgence (>90j),1,0,0
CLI0221,Cabinet Médical,Dr. Youssef Chouchane,Dr. Youssef Chouchane,Médecine Générale,Médecine Générale,Médecin À Conquérir,Bizerte,Bizerte Sud,"['Français', 'Arabe']",Français,2,1,1,0,['LV Fersang Gélule'],1,0,Faible,1,443,Cabinet actif,10,190,Urgence (>90j),0,1,0
CLI0005,Pharmacie,Para-Pharmacie de Garde,Mohamed Mansouri,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Bizerte,Mateur,['Arabe'],Arabe,1,0,1,0,"['LV CYSPROTECT', 'OLIGOVIT Trio']",2,1,Faible,1,1670,Haute fréquentation,18,178,Urgence (>90j),1,0,0
CLI0007,Pharmacie,Pharmacie de l'Étoile,Ahmed Sassi,Parapharmacie,Pharmacie,Pharmacie À Développer,Bizerte,Ghezala,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['LV CYSPROTECT', 'Echinacée', 'Zinc', 'Vit.C', 'PHYTOFANE Lotion anti chute']",5,1,Faible,1,1447,Fréquentation moyenne,3,127,Urgence (>90j),1,0,0
CLI0023,Pharmacie,Pharmacie Nouvelle,Youssef Trabelsi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Bizerte,Ras Jebel,['Français'],Français,1,1,0,0,"['Huile de Menthe', 'LV Sélénium A', 'C', 'E Anti-âge']",4,1,Faible,1,2877,Haute fréquentation,24,90,À relancer (61-90j),1,0,0
CLI0025,Pharmacie,Pharmacie de l'Étoile,Ahmed Bouaziz,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Bizerte,Ghar El Melh,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,['LV Vitamine A'],1,0,Faible,1,1720,Haute fréquentation,7,61,À relancer (61-90j),1,0,0
CLI0046,Pharmacie,Para-Pharmacie du Lac,Leila Bouaziz,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Bizerte,Bizerte Nord,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['LV Vitamine A', 'Vitonic Tonus']",2,1,Faible,1,3493,Très haute fréquentation,17,149,Urgence (>90j),1,0,0
CLI0048,Pharmacie,Pharmacie de la Santé,Ahmed Khelifi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Bizerte,Tinja,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,['Omevie Omega 3 – 1000'],1,0,Faible,1,2501,Haute fréquentation,18,134,Urgence (>90j),1,0,0
CLI0052,Pharmacie,Para-Pharmacie du Progrès,Amira Sassi,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Bizerte,Tinja,['Arabe'],Arabe,1,0,1,0,"['Echinacée', 'Zinc', 'Vit.C', 'LV Fersang Gélule', 'LV Fersang junior']",5,1,Faible,1,1170,Fréquentation moyenne,6,122,Urgence (>90j),1,0,0
CLI0058,Pharmacie,Pharmacie de Nuit,Youssef Ben Ali,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Bizerte,Menzel Bourguiba,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['LV Fersang junior', 'OLIGOVIT Trio']",2,1,Faible,1,3194,Très haute fréquentation,23,108,Urgence (>90j),1,0,0
CLI0059,Pharmacie,Pharmacie du Progrès,Ahmed Khelifi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Bizerte,Menzel Bourguiba,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,['Vitonic Tonus'],1,0,Faible,1,2046,Haute fréquentation,6,137,Urgence (>90j),1,0,0
CLI0104,Pharmacie,Para-Pharmacie du Quartier,Rami Bouaziz,Parapharmacie,Pharmacie,Pharmacie À Développer,Bizerte,Menzel Jemil,['Français'],Français,1,1,0,0,"['LV Vitamine A', 'TC 2000 Nutractiva', 'Omevie Omega 3 – 1000']",3,1,Faible,1,3190,Très haute fréquentation,25,89,À relancer (61-90j),1,0,0
CLI0128,Pharmacie,Pharmacie Centrale,Nadia Bouaziz,Parapharmacie,Pharmacie,Pharmacie À Développer,Bizerte,Tinja,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['Hydra eau micellaire', 'Vitonic Tonus', 'LV Fersang Gélule']",3,1,Faible,1,1534,Haute fréquentation,6,38,Normal (31-60j),1,0,0
CLI0141,Pharmacie,Pharmacie de la République,Leila Hamdi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Bizerte,Menzel Jemil,['Français'],Français,1,1,0,0,"['Hydra eau micellaire', 'Huile de Menthe', 'PHYTOFANE Lotion anti chute']",3,1,Faible,1,2503,Haute fréquentation,6,32,Normal (31-60j),1,0,0
CLI0142,Pharmacie,Para-Pharmacie Ibn Sina,Ahmed Khelifi,Pharmacie Générale,Médecine Générale,Pharmacie À Développer,Bizerte,Ghar El Melh,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,['OLIGOVIT Trio'],1,0,Faible,1,892,Fréquentation moyenne,23,98,Urgence (>90j),1,0,0
CLI0015,Pharmacie,Pharmacie de l'Espoir,Ahmed Hamdi,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Gabès,Ghannouch,['Français'],Français,1,1,0,0,"['OLIGOVIT Trio', 'PHYTOFANE Lotion anti chute', 'Omevie Omega 3 – 1000']",3,1,Faible,1,1887,Haute fréquentation,7,112,Urgence (>90j),1,0,0
CLI0016,Pharmacie,Pharmacie du Lac,Nadia Mansouri,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Gabès,Métouia,['Français'],Français,1,1,0,0,"['LV Fersang Gélule', 'PédiaKids Gelée royale']",2,1,Faible,1,2313,Haute fréquentation,8,83,À relancer (61-90j),1,0,0
CLI0041,Pharmacie,Pharmacie Populaire,Nadia Hamdi,Pharmacie de Nuit,Pharmacie,Pharmacie À Développer,Gabès,Métouia,"['Français', 'Arabe', 'Anglais']",Français,3,1,1,1,"['Echinacée', 'Zinc', 'Vit.C', 'LV Fersang junior', 'LV Psolcalm']",5,1,Faible,1,3129,Très haute fréquentation,4,169,Urgence (>90j),1,0,0
CLI0043,Pharmacie,Para-Pharmacie Monplaisir,Nadia Mansouri,Pharmacie de Quartier,Pharmacie,Pharmacie À Développer,Gabès,Ghannouch,['Arabe'],Arabe,1,0,1,0,"['Omevie Omega 3 – 1000', 'LV Fersang junior']",2,1,Faible,1,2059,Haute fréquentation,21,163,Urgence (>90j),1,0,0
CLI0049,Pharmacie,Pharmacie du Lac,Karim Hamdi,Parapharmacie,Pharmacie,Pharmacie À Développer,Gabès,Menzel El Habib,"['Français', 'Arabe', 'Anglais', 'Italien']",Français,4,1,1,1,"['Huile de Menthe', 'LV CYSPROTECT']",2,1,Faible,1,1408,Fréquentation moyenne,20,125,Urgence (>90j),1,0,0
