name,forme,classe,categories_list,primary_category,category_count,indications,infos_produit,indication_count,is_complete,avatar_priority_score,url,image_url
HYDRAscreen Lait solaire,Lait,Lait Solaire,"['Apaise', 'Hydratation', 'Hydrate', 'Protection solaire']",Apaise,4,• Protège • Apaise • Hydrate,90 ML,1,1,4.5,https://vital.com.tn/products/hydrascreen-lait-solaire-2/,https://vital.com.tn/wp-content/uploads/2023/10/HYDRAscreen-Lait-solaire.jpg
PHYTOFANE Fortifiant Phanères,Gélule,Complément alimentaire,"['Cheveux', 'Fortifiant', 'Ongles']",Cheveux,3,• Fortifie les cheveux & les ongles • Favorise la vitalité & la brillance,60 Gélules,1,1,4.25,https://vital.com.tn/products/phytofane-fortifiant-phaneres-2/,https://vital.com.tn/wp-content/uploads/2024/12/PHYTOFANE-FORTIFIANT-phaneres.png
VASELINE Urée 10%,Crème,Soin,"['Hydratation', 'Peau', 'Réparatrice']",Hydratation,3,• Hydratante • Réparatrice,35gr,1,1,4.25,https://vital.com.tn/products/vaseline-uree-10/,https://vital.com.tn/wp-content/uploads/2024/07/vaseline-uree-10.jpg
Vitosine Eosine Aqueuse 2%,Spray,Nettoyer Et Assécher La Peau,"['Eosine', 'Peau', 'Solution cutanée asséchante']",Eosine,3,"Nettoie et assèche les lésions de la peau susceptibles de se surinfecter, notamment nouveau-né (cordon ombilical et érythème fessier).",30ML,1,1,4.25,https://vital.com.tn/products/vitosine-eosine-aqueuse-2/,https://vital.com.tn/wp-content/uploads/2023/11/Vitosine.jpg
HYDRAscreen Huile solaire,Huile,Huile Solaire,"['Hydratation', 'Hydrate', 'Protection solaire']",Hydratation,3,• Protection • Hydratation • Effet scintillant,120 ML,1,1,4.25,https://vital.com.tn/products/hydrascreen-huile-solaire-2/,https://vital.com.tn/wp-content/uploads/2023/10/HYDRAscreen-Huile-solaire-.jpg
HYDRAfine Après épilation,Crème,Crème Après Épilation,"['Cicatrices', 'Hydrate', 'Peau']",Cicatrices,3,• Protège les peaux sensibilisées • Pro-cicatrisantes et hydratantes,90 Gr,1,1,4.25,https://vital.com.tn/products/hydrafine-apres-epilation-2/,https://vital.com.tn/wp-content/uploads/2023/10/HYDRAfine-Apres-epilation.jpg
LV Arthroforce Gel,Gel,Complément alimentaire,"['Arthrite', 'Arthrose', 'Douleurs articulaires']",Arthrite,3,"Douleurs articulaires, arthrose, Arthrite, Tendinite","Tube de 90g, Tube de 45g",1,1,4.25,https://vital.com.tn/products/lv-arthroforce-gel/,https://vital.com.tn/wp-content/uploads/2017/08/arthrofoce-tube.png
LV Arthroforce Gélule,Gélule,Complément alimentaire,"['Arthrite', 'Arthrose', 'Douleurs articulaires']",Arthrite,3,Interaction avec anticoagulants pour la forme gélule,"Boite de 60 gélules, Tube de 90g, Tube de 45g",1,1,4.25,https://vital.com.tn/products/arthroforce-2/,https://vital.com.tn/wp-content/uploads/2017/08/LV-Arthroforce-gelules.png
HYDRA GEL - CRÈME Nettoyant visage,Crème,Nettoyant Visage,"['Hydrate', 'nettoie', 'Peau']",Hydrate,3,• Nettoie • Hydrate • Apaise,250 ML,1,1,4.25,https://vital.com.tn/products/hydra-gel-creme-nettoyant-visage-2/,https://vital.com.tn/wp-content/uploads/2023/10/HYDRA-GEL-CREME-Nettoyant-visage-1-1.jpg
LV Arthroforce huile,Huile,Complément alimentaire,"['Arthrite', 'Arthrose', 'Douleurs articulaires']",Arthrite,3,"Douleurs articulaires, arthrose, Arthrite, Tendinite",flacon de 60ml,1,1,4.25,https://vital.com.tn/products/lv-arthroforce-huile/,https://vital.com.tn/wp-content/uploads/2017/08/Arthroforce-huile.png
Vitosine Eosine Alcoolisée 2%,Spray,Soin,"['Anti septique', 'Eosine', 'Peau']",Anti septique,3,• Traitement d’appoint pour les affections de la peau. • Antiseptique et asséchant de la peau,30ml,1,1,4.25,https://vital.com.tn/products/vitosine-eosine-alcoolisee-2/,https://vital.com.tn/wp-content/uploads/2024/12/VITOSINE-EOSINE.png
HYDRAscreen Huile solaire Pailletée,Huile,Huile Solaire,"['Hydratation', 'Hydrate', 'Protection solaire']",Hydratation,3,• Protection • Hydratation • Effet scintillant,120 ML,1,1,4.25,https://vital.com.tn/products/hydrascreen-huile-solaire-pailletee-2/,https://vital.com.tn/wp-content/uploads/2023/10/HYDRAscreen-Huile-solaire-Pailletee.jpg
Minciligne Postnatale,Solution,Complément alimentaire,"['Brûle graisses', 'Cellulite', 'Drainage']",Brûle graisses,3,Drainage Obésité Adjuvant de régime,Flacon de 275 ml,1,1,4.25,https://vital.com.tn/products/minciligne-postnatale/,https://vital.com.tn/wp-content/uploads/2018/08/minciligne-postnatale.png
Dermacne,Savon,Savon,"['Acné', 'Antiseptique']",Acné,2,Soin des peaux acnéiques,Savon de 90 gr,1,1,4.0,https://vital.com.tn/products/dermacne-3/,https://vital.com.tn/wp-content/uploads/2019/06/Dermacne-1.png
Aide minceur,Gélule,Complément alimentaire,"['Coupe faim', 'Digestion']",Coupe faim,2,Glucomannane,Boite de 30 gélules,1,1,4.0,https://vital.com.tn/products/aide-minceur-6/,https://vital.com.tn/wp-content/uploads/2017/08/Aide-minceur-2.png
LV GINKO Extra,Gouttes,Complément alimentaire,"['Concentration', 'Mémoire']",Concentration,2,• Améliore la mémoire et la concentration chez les adultes • Traite la claudication intermittente • Traite les acouphènes,70 ML,1,1,4.0,https://vital.com.tn/products/lv-ginko-extra-2/,https://vital.com.tn/wp-content/uploads/2023/10/LV-GINKO-Extra-70ml.jpg
Planthérapie Planthiol Sans sucre,Sirop,Complément alimentaire,"['Confort respiratoire', 'Toux grasse']",Confort respiratoire,2,• Dégage les voies respiratoires • Toux grasse,150 ML,1,1,4.0,https://vital.com.tn/products/plantherapie-planthiol-sans-sucre-2/,https://vital.com.tn/wp-content/uploads/2023/10/Plantherapie-Planthiol-Sans-sucre-1.jpg
PHYTOFANE Shampooing Antipelliculaire,Shampooing,Soin Capillaire,"['Antipelliculaire', 'Cheveux']",Antipelliculaire,2,Élimine efficacement et durablement les pellicules,200ML,1,1,4.0,https://vital.com.tn/products/phytofane-shampooing-antipelliculaire-2/,https://vital.com.tn/wp-content/uploads/2024/07/Phytofane-Shampooing-Antipelliculaire.jpg
VITAL HEALTHCARE SKINCARE Anti-âge intensif,Gélule,Complément alimentaire,"['Anti-âge', 'Beauté & éclat de la peau']",Anti-âge,2,• Beauté & éclat de la peau,Non spécifié,1,1,4.0,https://vital.com.tn/products/vital-healthcare-skincare-anti-age-intensif-2/,https://vital.com.tn/wp-content/uploads/2023/10/VITAL-HEALTHCARE-SKINCARE-Anti-age-intensif.jpg
PHYTOFANE Lotion Antipelliculaire,Lotion,Lotion Antipelliculaire,"['Antipelliculaire', 'Cheveux']",Antipelliculaire,2,• Elimine efficacement et durablement les pellicules,200 ML,1,1,4.0,https://vital.com.tn/products/phytofane-lotion-antipelliculaire-2/,https://vital.com.tn/wp-content/uploads/2023/10/PHYTOFANE-Lotion-Antipelliculaire.jpg
Planthérapie Allergiplant,Sachet,Complément alimentaire,"['Allergie', 'Immunité']",Allergie,2,• Équilibre la réponse du système immunitaire de l’organisme,20 Sachets,1,1,4.0,https://vital.com.tn/products/plantherapie-allergiplant-2/,https://vital.com.tn/wp-content/uploads/2023/10/Plantherapie-Allergiplant.jpg
Planthérapie Plantexil Sans sucre,Sirop,Complément alimentaire,"['Confort respiratoire', 'Toux sèche']",Confort respiratoire,2,• Calme les voies respiratoires • Toux sèche,150 ML,1,1,4.0,https://vital.com.tn/products/plantherapie-plantexil-sans-sucre-2/,https://vital.com.tn/wp-content/uploads/2023/10/Plantherapie-Plantexil-Sans-sucre-1.jpg
Pédiakids vitamine D3,Gouttes,Complément alimentaire,"['Immunité', 'Carence en Vit D']",Immunité,2,"Allergie connue à la vitamine D3, hypercalcémie, hyper-calciurie, lithiase calcique",Flacon de 35 ml,1,1,4.0,https://vital.com.tn/products/pediakids-vitamine-d3/,https://vital.com.tn/wp-content/uploads/2020/09/Vitamine-D3.png
Plantyl capsule,Capsule,Complément alimentaire,"['Grippe', 'Immunité']",Grippe,2,- Renforce l’immunité et améliore le confort des voies respiratoires supérieures,Boite de 15 capsules,1,1,4.0,https://vital.com.tn/products/plantyl-3/,https://vital.com.tn/wp-content/uploads/2019/06/Plantyl-1.png
VASELINE Urée 20%,Crème,Soin,"['Hydratation', 'Kératolytique']",Hydratation,2,• Hydratante • Kératolytique,35gr,1,1,4.0,https://vital.com.tn/products/vaseline-uree-20-3/,https://vital.com.tn/wp-content/uploads/2024/07/vaseline-uree-20-1.jpg
"LV Sélénium A, C, E Anti-âge",Gélule,Complément alimentaire,"['Anti-âge', 'Peau']",Anti-âge,2,• Prévenir le vieillissement cutané • Améliorer l’’éclat et la souplesse de la peau • Réduire les signes visibles de l’’âge par des effets anti-inflammatoires et antioxydants,30 Gélules,1,1,4.0,https://vital.com.tn/products/lv-selenium-a-c-e-anti-age/,https://vital.com.tn/wp-content/uploads/2024/12/VITAL-selenium-A-C-E-anti-age.png
LV PHYTOVEINE,Sachet,Complément alimentaire,"['Jambes lourdes', 'Varices']",Jambes lourdes,2,• Améliore le retour veineux • Stimule la circulation veineuse • Soulage la sensation de jambes lourdes,12 Sachets,1,1,4.0,https://vital.com.tn/products/lv-phytoveine-2/,https://vital.com.tn/wp-content/uploads/2023/10/LV-PHYTOVEINE.jpg
Phytodraine,Solution,Complément alimentaire,"['Cellulite', 'Drainage']",Cellulite,2,"Hyperthyroïdie, hypertension",Flacon de 250ml,1,1,4.0,https://vital.com.tn/products/phytodraine-4/,https://vital.com.tn/wp-content/uploads/2017/08/phytodraine-1.png
LV CYSPROTECT,Sachet,Complément alimentaire,"['Cystites', 'Infection urinaire']",Cystites,2,• Protège les voies urinaires sensibles • Cystites récidivantes • Complément d’une antibiothérapie fondée dans les infections urinaires basses,12 Sachets,1,1,4.0,https://vital.com.tn/products/lv-cysprotect-2/,https://vital.com.tn/wp-content/uploads/2023/10/LV-CYSPROTECT.jpg
Minciligne Homme,Solution,Complément alimentaire,"['Brûle graisses', 'Coupe faim']",Brûle graisses,2,Coupe faim Obésité Adjuvant de régime,20 Sachets de 10 ml,1,1,4.0,https://vital.com.tn/products/minciligne-homme/,https://vital.com.tn/wp-content/uploads/2018/08/minciligne-homme.png
Plantalgic,Gélule,Complément alimentaire,"['Anxiété', 'Migraine']",Anxiété,2,Femme enceinte et allaitante,Boite de 15 gélules,1,1,4.0,https://vital.com.tn/products/plantalgic/,https://vital.com.tn/wp-content/uploads/2017/08/Plantalgic.png
PHYTOFANE Lotion anti chute,Lotion,Lotion Antichute,"['Anti chute', 'Cheveux']",Anti chute,2,• Ralentit la chute des cheveux • Stimule la croissance,200 ML,1,1,4.0,https://vital.com.tn/products/phytofane-lotion-anti-chute-2/,https://vital.com.tn/wp-content/uploads/2023/10/PHYTOFANE-Lotion-anti-chute.jpg
Millepertuis,Gélule,Complément alimentaire,"['Anxiété', 'état d’humeur']",Anxiété,2,"Femme enceinte, allaitante et enfant avant l'âge de 12 ans.",Boite de 30 gélules,1,1,4.0,https://vital.com.tn/products/millepertuis-4/,https://vital.com.tn/wp-content/uploads/2017/08/mILLEPERTUIS-1.png
LV Phytocalm,Gélule,Complément alimentaire,"['Anxiété', 'Dépression']",Anxiété,2,Femme enceinte et allaitante. Troubles de la thyroïde.,Boite de 30 gélules/ Flacon de 60 ml,1,1,4.0,https://vital.com.tn/products/phytocalm-2/,https://vital.com.tn/wp-content/uploads/2017/08/phytocalm-gelules.png
Alcool de menthe,Liquide,Produit de soin,"['Troubles de la digestion', 'Ballonnement et gaz']",Troubles de la digestion,2,Garder hors de la portée des enfants,Flacon de 37 ml,1,1,4.0,https://vital.com.tn/products/alcool-de-menthe-2-2/,https://vital.com.tn/wp-content/uploads/2018/08/AM.jpg
LV PSOCALM,Pommade,Réparation De La Peau,"['Apaise', 'Peau']",Apaise,2,• Diminue les démangeaisons liées au psoriasis • Soulage et apaise les irritations dues au psoriasis,90 Gr,1,1,4.0,https://vital.com.tn/products/lv-psocalm/,https://vital.com.tn/wp-content/uploads/2023/10/Psocalme.jpg
Levure de Riz Rouge,Gélule,Complément alimentaire,"['Brûle graisses', 'Cholestérol']",Brûle graisses,2,"Femmes enceintes et allaitantes, Maladies hépatiques ou rénales, Taux anormalement élevés de transaminases, Personnes Alcooliques.",Boite de 60 gélules,1,1,4.0,https://vital.com.tn/products/levure-de-riz-rouge/,https://vital.com.tn/wp-content/uploads/2018/08/LEVURE-DE-RIZ-ROUGE.png
PHYTOFANE Shampooing Anti Chute,Shampooing,Soin,"['Anti chute', 'Cheveux']",Anti chute,2,• Ralentit la chute des cheveux • Stimule la repousse des cheveux,200 ML,1,1,4.0,https://vital.com.tn/products/phytofane-shampooing-anti-chute/,https://vital.com.tn/wp-content/uploads/2024/12/PHYTOFANE-SHAMPOING-ANTI-CHUTE.png
LV GINKO Extra,Gélule,Complément alimentaire,"['Concentration', 'Mémoire']",Concentration,2,• Améliore la mémoire et la concentration chez les adultes • Traite la claudication intermittente • Traite les acouphènes,60 Gélules,1,1,4.0,https://vital.com.tn/products/lv-ginko-extra/,https://vital.com.tn/wp-content/uploads/2023/10/LV-GINKO-Extra-60ml.jpg
Oligovit vitamine C,Gélule,Complément alimentaire,['Immunité'],Immunité,1,Fatigue Asthénie Courbatures Baisse d’immunité,Boite de 30 gélules,1,1,3.75,https://vital.com.tn/products/oligovitvitaminec/,https://vital.com.tn/wp-content/uploads/2020/10/Oligovit.png
Omevie Grossesse - 1000,Capsule,Complément alimentaire,['Grossesse'],Grossesse,1,Favorise le développement et la croissance du Fœtus Assure le bon fonctionnement du système immunitaire Assure le bon fonctionnement cognitif et l’apprentissage au début de la vie,Boite de 30 capsules,1,1,3.75,https://vital.com.tn/products/omevie-grossesse-1000/,https://vital.com.tn/wp-content/uploads/2019/06/grosesse.png
Uniderm peau grasse,Savon,Savon,['Peau'],Peau,1,"Savon unifiant et astringent, spécifique pour la peau grasse à tendance acnéique",Non spécifié,1,1,3.75,https://vital.com.tn/products/uniderme-peau-grasse-2/,https://vital.com.tn/wp-content/uploads/2020/09/Uniderme-peau-grasse.png
VITONIC Grossesse,Gélule,Complément alimentaire,['Grossesse'],Grossesse,1,• Supplémentation complète pour la femme enceinte selon les recommandations de l’OMS,15 Gélules,1,1,3.75,https://vital.com.tn/products/vitonic-grossesse-4/,https://vital.com.tn/wp-content/uploads/2023/10/VITONIC-grossesse-15.png
VITONIC Grossesse,Gélule,Complément alimentaire,['Grossesse'],Grossesse,1,Supplémentation complète pour la femme enceinte selon les recommandations de l’OMS,90 Gélules,1,1,3.75,https://vital.com.tn/products/vitonic-grossesse-6/,https://vital.com.tn/wp-content/uploads/2024/07/VITONIC-GROSSESS-90-GELULES.jpg
LV Migrainal,Gélule,Complément alimentaire,['Migraine'],Migraine,1,Ginkgo biloba : à proscrire en Co-médication avec des anticoagulants,Boite de 30 gélules,1,1,3.75,https://vital.com.tn/products/migrainal-3/,https://vital.com.tn/wp-content/uploads/2020/09/Migrainal.png
Minciligne Aux 9 plantes phytoactives,Solution,Complément alimentaire,['Drainage'],Drainage,1,#NAME?,Flacon de 275ml,1,1,3.75,https://vital.com.tn/products/minciligne-aux-9-plantes-phytoactives/,https://vital.com.tn/wp-content/uploads/2018/08/miniciligne-9-plantes.png
Uniderme peau sensible,Savon,Savon,['Peau'],Peau,1,"Savon unifiant et apaisant, spécifique pour la peau sensible",Non spécifié,1,1,3.75,https://vital.com.tn/products/uniderme-peau-sensible-2/,https://vital.com.tn/wp-content/uploads/2020/09/Uniderme-peau-sensible.png
Pectine de pomme,Gélule,Complément alimentaire,['Coupe faim'],Coupe faim,1,Pectine de pomme,Boite de 30 gélules,1,1,3.75,https://vital.com.tn/products/pectine-de-pomme-4/,https://vital.com.tn/wp-content/uploads/2017/08/Phytothera-PECTINE-DE-POMME.png
Uniderme peau mixte,Savon,Savon,['Peau'],Peau,1,"Savon unifiant tonique et nourrissant, spécifique pour la peau mixte",Non spécifié,1,1,3.75,https://vital.com.tn/products/uniderme-peau-mixte/,https://vital.com.tn/wp-content/uploads/2020/09/Uniderm-peau-mixte.png
Omevie Emotion - 900,Capsule,Complément alimentaire,['état d’humeur'],état d’humeur,1,Garder une humeur équilibrée Aide à maintenir un équilibre émotionnel,Boite de 30 capsules,1,1,3.75,https://vital.com.tn/products/omevie-emotion-900/,https://vital.com.tn/wp-content/uploads/2019/06/emotion.png
Mincivit origin,Flacon (250 Ml),Complément alimentaire,['Détox'],Détox,1,Detoxifier : purification de l’organisme Drainer : Evacuation des toxines toxiques hors de l’organisme.,Stimule l'oxydation des graisses et la détoxification du foie.,1,1,3.75,https://vital.com.tn/products/mincivit-origin/,https://vital.com.tn/wp-content/uploads/2020/09/Origin-draineur-express.png
Uniderme peau sèche,Savon,Savon,['Peau'],Peau,1,"Savon nourrissant et hydratant, spécifique pour la peau sèche",Non spécifié,1,1,3.75,https://vital.com.tn/products/uniderme-peau-seche/,https://vital.com.tn/wp-content/uploads/2020/09/Uniderm-peau-seche.png
Vitonic Fer,Gélule,Complément alimentaire,['Fatigue intellectuelle'],Fatigue intellectuelle,1,Femmes enceintes et allaitantes Traitement anticoagulant,Boite de 30 gélules,1,1,3.75,https://vital.com.tn/products/vitonic-fer-2/,https://vital.com.tn/wp-content/uploads/2017/08/VITONIC-fer.png
Uniderme atténue les taches,Savon,Savon,['Peau'],Peau,1,Anti-tâches Eclaircissant,Non spécifié,1,1,3.75,https://vital.com.tn/products/uniderme-attenue-les-taches/,https://vital.com.tn/wp-content/uploads/2020/09/Uniderme-Taches.png
VITAL HEALTHCARE FERTICARE FEMME,Sachet,Complément alimentaire,['Fertilité féminine'],Fertilité féminine,1,• Favorise la régulation de l’activité hormonale • Contribue à une fertilité et à une reproduction normale • Optimise naturellement les chances de gestation ­,30 Sachets,1,1,3.75,https://vital.com.tn/products/vital-healthcare-ferticare-femme-2/,https://vital.com.tn/wp-content/uploads/2023/10/VITAL-HEALTHCARE-FERTICARE-FEMME-.jpg
LV Mélatonuit,Gélule,Complément alimentaire,['Troubles de sommeil'],Troubles de sommeil,1,Femme enceinte ou allaitante,Boite de 30 gélules,1,1,3.75,https://vital.com.tn/products/melatonuit/,https://vital.com.tn/wp-content/uploads/2017/08/Melatonuit.png
Pédiakids Savon extra doux,Savon,Savon,['Peau'],Peau,1,- Nettoie et hydrate la peau de bébé,Savon de 100 g,1,1,3.75,https://vital.com.tn/products/savon-extra-doux-3/,https://vital.com.tn/wp-content/uploads/2018/08/Savon-extra-doux.png
CALMO dent,Baume Dentaire,Complément alimentaire,['Douleur dentaire'],Douleur dentaire,1,- Soulage le mal des dents,Tube de 4gr,1,1,3.75,https://vital.com.tn/products/calmo-dent/,https://vital.com.tn/wp-content/uploads/2018/08/calmo-dent.png
Phytofane sérum lissant,Sérum,Sérum,['Cheveux'],Cheveux,1,"- Redonne une vitalité aux cheveux cassants et secs en améliorant leur brillance, leur souplesse et leur hydratation",Contient 120 ml,1,1,3.75,https://vital.com.tn/products/phytofane-serum-lissant/,https://vital.com.tn/wp-content/uploads/2022/07/PHYTOPHANE-serum-lissant.png
MINCILGNE Coupe faim,Gélule,Complément alimentaire,['Coupe faim'],Coupe faim,1,Sensation de satiété Piège pour sucres et graisses Digestion facile,Boite de 30 Gélules,1,1,3.75,https://vital.com.tn/products/mincilgne-coupe-faim/,https://vital.com.tn/wp-content/uploads/2018/08/minci-ligne-coupe-fin.png
Pédiakids Apinez,Sirop,Autre,"['Rhume', 'Nez bouché']",Rhume,2,- Dégage les voies respiratoires - Soulage les symptômes du rhume et la sensation de nez bouché,Non spécifié,2,0,3.5,https://vital.com.tn/products/apinez-2/,https://vital.com.tn/wp-content/uploads/2020/09/Apinez.png
PLANTHÉRAPIE PLANTEX RHUME,Sachet,Autre,['Immunité'],Immunité,1,- Aide à soutenir les défenses naturelles pendant les périodes hivernales - Contribue à réduire la fatigue,Non spécifié,2,0,3.25,https://vital.com.tn/products/plantherapie-plantex-rhume-2/,https://vital.com.tn/wp-content/uploads/2023/10/PLANTHERAPIE-PLANTEX-RHUME.jpg
Pédiakids Shampoing,Liquide,Autre,['Cheveux'],Cheveux,1,- Nettoyant - Adoucissant,Flacon de 200 ml,2,0,3.25,https://vital.com.tn/products/shampoing-3/,https://vital.com.tn/wp-content/uploads/2019/05/Shampoing.png
Allergiplant,Forme non spécifiée,Autre,"['Allergie', 'Immunité']",Allergie,2,Equilibre la réponse du système immunitaire de l’organisme,Non spécifié,1,0,2.0,https://vital.com.tn/products/allergiplant/,https://vital.com.tn/wp-content/uploads/2021/08/Echizinc-–-1.png
Plantyl Sirop,Sirop,Autre,"['Grippe', 'Immunité']",Grippe,2,- Renforce l’immunité et améliore le confort des voies respiratoires supérieures,Sirop 150 ml,1,0,2.0,https://vital.com.tn/products/plantyl-sirop/,https://vital.com.tn/wp-content/uploads/2019/06/Plantyl-Syrop.png
TC 2000 Gel,Gel,Autre,"['Anti-tâches', 'Exfoliant']",Anti-tâches,2,"Inhibe la synthèse de la mélanine, Exfoliant, Antiradicalaire",Gel de 30 ml,1,0,2.0,https://vital.com.tn/products/tc-2000-gel/,https://vital.com.tn/wp-content/uploads/2017/08/tc2000-gel.jpg
Mincivit Lait anti vergetures,Lait,Autre,['Vergetures'],Vergetures,1,Aide à tonifier l’épiderme Aide à prévenir la formation des vergetures,Non spécifié,1,0,1.75,https://vital.com.tn/products/mincivit-lait-anti-vergetures/,https://vital.com.tn/wp-content/uploads/2021/08/mincicivit-vergetures.png
multi vitamines,Forme non spécifiée,Autre,['Immunité'],Immunité,1,Une croissance équilibrée Optimiser les apports en vitamines et minéraux chez les jeunes enfants,Non spécifié,1,0,1.75,https://vital.com.tn/products/multi-vitamines-2/,https://vital.com.tn/wp-content/uploads/2021/08/multivitamines-1.png
Pédiakids Multi Vitamines Banane,Forme non spécifiée,Autre,['Immunité'],Immunité,1,Une croissance équilibrée Optimiser les apports en vitamines et minéraux chez les jeunes enfants,Non spécifié,1,0,1.75,https://vital.com.tn/products/multi-vitamines-3/,https://vital.com.tn/wp-content/uploads/2021/08/multivitamines-2.png
Pédiakids Multi Vitamines Pomme,Forme non spécifiée,Autre,['Immunité'],Immunité,1,Une croissance équilibrée Optimiser les apports en vitamines et minéraux chez les jeunes enfants,Non spécifié,1,0,1.75,https://vital.com.tn/products/multi-vitamines/,https://vital.com.tn/wp-content/uploads/2021/08/multivitamines.png
Dermacné ( gel nettoyant ),Forme non spécifiée,Autre,['Peau'],Peau,1,Assainir et purifier la peau en profondeur Elimine les imperfections cutanées des peaux grasses à tendance acnéique,Non spécifié,1,0,1.75,https://vital.com.tn/products/dermacne-gel-nettoyant/,https://vital.com.tn/wp-content/uploads/2021/09/3.png
Dermacné ( crème ),Forme non spécifiée,Autre,['Peau'],Peau,1,Purifier et hydrater la peau en profondeur Réduire les imperfections cutanées Soigner la peau acnéique,Non spécifié,1,0,1.75,https://vital.com.tn/products/dermacne-creme/,https://vital.com.tn/wp-content/uploads/2021/09/2.png
Pédiakids Multi Vitamines Framboise,Forme non spécifiée,Autre,['Immunité'],Immunité,1,Une croissance équilibrée Optimiser les apports en vitamines et minéraux chez les jeunes enfants,Non spécifié,1,0,1.75,https://vital.com.tn/products/multi-vitamines-4/,https://vital.com.tn/wp-content/uploads/2021/08/multivitamines-1-1.png
Dermacné (gélule),Forme non spécifiée,Autre,['Peau'],Peau,1,Assainir et purifier la peau en profondeur Elimine les imperfections cutanées dues à l’acné,Non spécifié,1,0,1.75,https://vital.com.tn/products/dermacne-gelule/,https://vital.com.tn/wp-content/uploads/2021/09/Sans-titre-1.png
LV SESA Gel 45gr,Gel,Autre,['Cicatrices'],Cicatrices,1,#NAME?,Non spécifié,1,0,1.75,https://vital.com.tn/products/lv-sesa-gel-45gr/,https://vital.com.tn/wp-content/uploads/2023/10/Sesa-Gel-45gr-1.jpg
Pédiakids Huile de massage sommeil,Forme non spécifiée,Autre,['soin bébé'],soin bébé,1,Nourrit et hydrate la peau du bébé et nourrisson sans la graisser Apaise le bébé et calme ses agitations,Non spécifié,1,0,1.75,https://vital.com.tn/products/huile-de-massage-sommeil/,https://vital.com.tn/wp-content/uploads/2021/08/huile.png
HYDRAVERA,Forme non spécifiée,Autre,['Peau'],Peau,1,Stimule le renouvellement cellulaire Facilite le processus de réparation de la peau Réduit les imperfections cutanées et laisse la peau douce et éclatantE,Non spécifié,1,0,1.75,https://vital.com.tn/products/hydravera/,https://vital.com.tn/wp-content/uploads/2021/08/2.png
Grossivit vitaminé Gélule,Gélule,Complément alimentaire,"['Prise de poids', 'Appétit', 'Revitalisant']",Prise de poids,3,Information non disponible,Boite de 45 gélules,0,0,0.75,https://vital.com.tn/products/grossivit-plus-vitamine-2/,https://vital.com.tn/wp-content/uploads/2017/08/grossivit-plus.png
Levure de bière,Gélule,Complément alimentaire,"['Cheveux', 'Angle', 'Peau']",Cheveux,3,Information non disponible,Boite de 60 gélules / 180 gélules,0,0,0.75,https://vital.com.tn/products/levure-de-biere/,https://vital.com.tn/wp-content/uploads/2017/08/levure-de-biere.png
Phytofibres,Gélule,Complément alimentaire,"['Ballonnement et gaz', 'Constipation', 'Digestion']",Ballonnement et gaz,3,Information non disponible,Boite de 60 gélules,0,0,0.75,https://vital.com.tn/products/phytofibres-2/,https://vital.com.tn/wp-content/uploads/2019/05/phytofibre.png
Pédiakids Apigrip,Sirop,Complément alimentaire,"['Grippe', 'Rhume', 'Soulage']",Grippe,3,Information non disponible,Flacon de 150 ml,0,0,0.75,https://vital.com.tn/products/pediakids-apigrip-3/,https://vital.com.tn/wp-content/uploads/2017/08/Apigrip.png
Grossivit vitaminé Sirop bébé et enfant,Sirop,Autre,"['Appétit', 'Prise de poids', 'Revitalisant']",Appétit,3,Information non disponible,Flacon de 150 ml,0,0,0.75,https://vital.com.tn/products/grossivit-vitamine-sirop-bebe-et-enfant/,https://vital.com.tn/wp-content/uploads/2017/08/grossivit-plus-sirop.png
Pédiakids Pommade change INTENSIVE,Crème,Crème Pour La Peau,"['Erythèmes', 'soin bébé']",Erythèmes,2,Information non disponible,Tube de 40 gr,0,0,0.5,https://vital.com.tn/products/pediakids-pommade-change-intensive/,https://vital.com.tn/wp-content/uploads/2022/08/Pommade-change-intensive.png
Coenzyme Q10,Gélule,Complément alimentaire,"['Brûle graisses', 'Cholestérol']",Brûle graisses,2,Information non disponible,Boite de 30 gélules,0,0,0.5,https://vital.com.tn/products/coenzyme-q10/,https://vital.com.tn/wp-content/uploads/2019/05/Q10-1.png
Vitonic sénior,Gélule,Complément alimentaire,"['Concentration', 'Mémoire']",Concentration,2,Information non disponible,Boite contenant de 30 gélules / un flacon en PET de 60 ml+ une pipette.,0,0,0.5,https://vital.com.tn/products/vitonic-senior-3/,https://vital.com.tn/wp-content/uploads/2017/08/VITONIC-senior-1.png
Vinaigre de cidre,Liquide,Complément alimentaire,"['Cholestérol', 'Brûle graisses']",Cholestérol,2,Information non disponible,Flacon de 250ml,0,0,0.5,https://vital.com.tn/products/vinaigre-de-cidre-4/,https://vital.com.tn/wp-content/uploads/2017/08/vinaigre-de-cidre-1.png
Pédiakids Anti-ballonnement,Sirop,Complément alimentaire,"['Ballonnement et gaz', 'Troubles de la digestion']",Ballonnement et gaz,2,Information non disponible,Flacon de 150 ml,0,0,0.5,https://vital.com.tn/products/pediakids-anti-ballonnement/,https://vital.com.tn/wp-content/uploads/2017/08/Anti-ballonement.png
